fold_id,pdf_name
15,Ordinal Multi-modal Feature Selection for Survival Analysis of Early-Stage Renal Cancer
15,Diffeomorphic Brain Shape Modelling Using Gauss-Newton Optimisation
15,Joint Prediction and Classification of Brain Image Evolution Trajectories from Baseline Brain Image with Application to Early Dementia
15,Exploratory Population Analysis with Unbalanced Optimal Transport
15,Real-Time Augmented Reality for Ear Surgery
15,Ultra-Fast T2-Weighted MR Reconstruction Using Complementary T1-Weighted Information
15,Inference and Visualization of Information Flow in the Visual Pathway Using dMRI and EEG
15,Automated Pulmonary Nodule Detection via 3D ConvNets with Online Sample Filtering and Hybrid-Loss Residual Learning
15,Kernel-Regularized ICA for Computing Functional Topography from Resting-State fMRI
15,Improving Functional MRI Registration Using Whole-Brain Functional Correlation Tensors
15,Classification of Major Depressive Disorder via Multi-site Weighted LASSO Model
15,Diagnosis of Alzheimer’s Disease Using View-Aligned Hypergraph Learning with Incomplete Multi-modality Data
15,A Multiscale Cardiac Model for Fast Personalisation and Exploitation
15,Identifying Relationships in Functional and Structural Connectome Data Using a Hypergraph Learning Method
15,Stability-Weighted Matrix Completion of Incomplete Multi-modal Data for Disease Diagnosis
15,Joint Estimation of Hemodynamic Response Function and Voxel Activation in Functional MRI Data
15,Multi-Level Parcellation of the Cerebral Cortex Using Resting-State fMRI
15,Automated Three-Piece Digital Dental Articulation
15,Learning Patient-Specific Lumped Models for Interactive Coronary Blood Flow Simulations
15,Automatic Artery-Vein Separation from Thoracic CT Images Using Integer Programming
15,A Stochastic Quasi-Newton Method for Non-Rigid Image Registration
15,Event Detection by Feature Unpredictability in Phase-Contrast Videos of Cell Cultures
15,Fully Automatic Catheter Localization in C-Arm Images Using ℓ1-Sparse Coding
15,Measurement Tensors in Diffusion MRI: Generalizing the Concept of Diffusion Encoding
15,Tumor Growth Prediction with Hyperelastic Biomechanical Model Physiological Data Fusion and Nonlinear Optimization
15,Cell-Sensitive Microscopy Imaging for Cell Image Segmentation
15,Estimating Constrained Multi-fiber Diffusion MR Volumes by Orientation Clustering
15,A New Sparse Simplex Model for Brain Anatomical and Genetic Network Analysis
15,Model-Guided Directional Minimal Path for Fully Automatic Extraction of Coronary Centerlines from Cardiac CTA
15,A Variational Framework for Joint Detection and Segmentation of Ovarian Cancer Metastases
15,Right Ventricle Segmentation with Probability Product Kernel Constraints
15,Fast Globally Optimal Segmentation of 3D Prostate MRI with Axial Symmetry Prior
15,Learning-Based Modeling of Endovascular Navigation for Collaborative Robotic Catheterization
15,Left-Invariant Metrics for Diffeomorphic Image Registration with Spatially-Varying Regularisation
15,Random Walks with Efficient Search and Contextually Adapted Image Similarity for Deformable Registration
15,A Novel Total Variation Based Noninvasive Transmural Electrophysiological Imaging
15,A Generative Model for Resolution Enhancement of Diffusion MRI Data
15,LILE: Look In-Depth before Looking Elsewhere - A Dual Attention Network using Transformers for Cross-Modal Information Retrieval in Histopathology Archives
15,Automated triaging of head MRI examinations using convolutional neural networks
15,Distill DSM: Computationally efficient method for segmentation of medical imaging volumes
15,Extending Unsupervised Neural Image Compression With Supervised Multitask Learning
15,Correlation via Synthesis: End-to-end Image Generation and Radiogenomic Learning Based on Generative Adversarial Network
15,High-quality segmentation of low quality cardiac MR images using k-space artefact correction
16,Consistency-Based Semi-supervised Evidential Active Learning for Diagnostic Radiograph Classification
16,Calibrating Label Distribution for Class-Imbalanced Barely-Supervised Knee Segmentation
16,Computer-Aided Tuberculosis Diagnosis with Attribute Reasoning Assistance
16,Unsupervised Cross-Domain Feature Extraction for Single Blood Cell Image Classification
16,Accurate and Robust Lesion RECIST Diameter Prediction and Segmentation with Transformers
16,Orientation-Shared Convolution Representation for CT Metal Artifact Learning
16,ProCo: Prototype-Aware Contrastive Learning for Long-Tailed Medical Image Classification
16,A Matrix Autoencoder Framework to Align the Functional and Structural Connectivity Manifolds as Guided by Behavioral Phenotypes
16,Pay Attention with Focus: A Novel Learning Scheme for Classification of Whole Slide Images
16,SAME: Deformable Image Registration Based on Self-supervised Anatomical Embeddings
16,Accounting for Dependencies in Deep Learning Based Multiple Instance Learning for Whole Slide Imaging
16,A Computational Geometry Approach for Modeling Neuronal Fiber Pathways
16,Self-supervised Correction Learning for Semi-supervised Biomedical Image Segmentation
16,Semi-supervised Learning for Bone Mineral Density Estimation in Hip X-Ray Images
16,Divide-and-Rule: Self-Supervised Learning for Survival Analysis in Colorectal Cancer
16,Source-Relaxed Domain Adaptation for Image Segmentation
16,Joint Modeling of Chest Radiographs and Radiology Reports for Pulmonary Edema Assessment
16,Distractor-Aware Neuron Intrinsic Learning for Generic 2D Medical Image Classifications
16,Reconstructing Sinus Anatomy from Endoscopic Video – Towards a Radiation-Free Approach for Quantitative Longitudinal Assessment
16,Whole MILC: Generalizing Learned Dynamics Across Tasks Datasets and Populations
16,Automatic Plane Adjustment of Orthopedic Intraoperative Flat Panel Detector CT-Volumes
16,Peri-Diagnostic Decision Support Through Cost-Efficient Feature Acquisition at Test-Time
16,Auto-weighting for Breast Cancer Classification in Multimodal Ultrasound
16,Instantiation-Net: 3D Mesh Reconstruction from Single 2D Image for Right Ventricle
16,MI$$^2$$GAN: Generative Adversarial Network for Medical Image Domain Adaptation Using Mutual Information Constraint
16,Cascaded Robust Learning at Imperfect Labels for Chest X-ray Segmentation
16,Learning Shape Priors for Robust Cardiac MR Segmentation from Multi-view Images
16,Clustering of Longitudinal Shape Data Sets Using Mixture of Separate or Branching Trajectories
16,Learning and Understanding Deep Spatio-Temporal Representations from Free-Hand Fetal Ultrasound Sweeps
16,A New Approach of Predicting Facial Changes Following Orthognathic Surgery Using Realistic Lip Sliding Effect
16,Seeing Under the Cover: A Physics Guided Learning Approach for In-bed Pose Estimation
16,Overcoming Data Limitation in Medical Visual Question Answering
16,AirwayNet: A Voxel-Connectivity Aware Approach for Accurate Airway Segmentation Using Convolutional Neural Networks
16,RSANet: Recurrent Slice-Wise Attention Network for Multiple Sclerosis Lesion Segmentation
16,IRNet: Instance Relation Network for Overlapping Cervical Cell Segmentation
16,Intracranial Aneurysm Detection from 3D Vascular Mesh Models with Ensemble Deep Learning
16,FDR-HS: An Empirical Bayesian Identification of Heterogenous Features in Neuroimage Analysis
16,Deeper Image Quality Transfer: Training Low-Memory Neural Networks for 3D Images
16,Uncertainty in Multitask Learning: Joint Representations for Probabilistic MR-only Radiotherapy Planning
16,Magnetic Resonance Spectroscopy Quantification Using Deep Learning
16,Evaluation of Adjoint Methods in Photoacoustic Tomography with Under-Sampled Sensors
16,Automatic Classification of Cochlear Implant Electrode Cavity Positioning
16,Modeling 4D fMRI Data via Spatio-Temporal Convolutional Neural Networks (ST-CNN)
16,Neuron Segmentation Using Deep Complete Bipartite Networks
16,Building Disease Detection Algorithms with Very Small Numbers of Positive Samples
16,Learning-Based Ensemble Average Propagator Estimation
16,Deep Supervision for Pancreatic Cyst Segmentation in Abdominal CT Scans
16,Extracting the Core Structural Connectivity Network: Guaranteeing Network Connectedness Through a Graph-Theoretical Approach
16,Nonlinear Regression on Riemannian Manifolds and Its Applications to Neuro-Image Analysis
16,Robust CT Synthesis for Radiotherapy Planning: Application to the Head and Neck Region
16,Subject-specific Models for the Analysis of Pathological FDG PET Data
16,Identification of Cerebral Small Vessel Disease Using Multiple Instance Learning
16,Fast Preconditioning for Accelerated Multi-contrast MRI Reconstruction
16,A Robust Outlier Elimination Approach for Multimodal Retina Image Registration
16,Fast Cell Segmentation Using Scalable Sparse Manifold Learning and Affine Transform-Approximated Active Contour
16,Automated 3D Segmentation of Multiple Surfaces with a Shared Hole: Segmentation of the Neural Canal Opening in SD-OCT Volumes
16,Multi-view Stereo and Advanced Navigation for Transanal Endoscopic Microsurgery
16,Automated Detection of New or Evolving Melanocytic Lesions Using a 3D Body Model
16,Maximum Entropy Estimation of Glutamate and Glutamine in MR Spectroscopic Imaging
16,Probabilistic Shortest Path Tractography in DTI Using Gaussian Process ODE Solvers
16,Splines for Diffeomorphic Image Regression
16,Errors in Device Localization in MRI Using Z-Frames
16,Mitosis Detection in Breast Cancer Histology Images with Deep Neural Networks
16,Constructing an Un-biased Whole Body Atlas from Clinical Imaging Data by Fragment Bundling
16,Voxelwise Spectral Diffusional Connectivity and Its Applications to Alzheimer’s Disease and Intelligence Prediction
16,Representation Learning: A Unified Deep Learning Framework for Automatic Prostate MR Segmentation
16,Sparse Scale-Space Decomposition of Volume Changes in Deformations Fields
16,Robust Model-Based 3D 3D Fusion Using Sparse Matching for Minimally Invasive Surgery
16,Collaborative Multi Organ Segmentation by Integrating Deformable and Graphical Models
16,Contour-Driven Regression for Label Inference in Atlas-Based Segmentation
16,Personalized Prediction of Future Lesion Activity and Treatment Effect in Multiple Sclerosis from Baseline MRI
16,On the Pitfalls of Using the Residual Error as Anomaly Score
16,Semantic similarity metrics for learned image registration
16,Adversarial Domain Adaptation for Cell Segmentation
16,MAC-ReconNet: A Multiple Acquisition Context based Convolutional Neural Network for MR Image Reconstruction using Dynamic Weight Prediction
16,Iterative learning to make the most of unlabeled and quickly obtained labeled data in histology
17,CaRTS: Causality-Driven Robot Tool Segmentation from Vision and Kinematics Data
17,A Projection-Based K-space Transformer Network for Undersampled Radial MRI Reconstruction with Limited Training Subjects
17,Joint Class-Affinity Loss Correction for Robust Medical Image Segmentation with Noisy Labels
17,CRISP - Reliable Uncertainty Estimation for Medical Image Segmentation
17,Moving from 2D to 3D: Volumetric Medical Image Classification for Rectal Cancer Staging
17,Structure-Consistent Restoration Network for Cataract Fundus Image Enhancement
17,Deep Multimodal Guidance for Medical Image Classification
17,Transformer Based Multiple Instance Learning for Weakly Supervised Histopathology Image Segmentation
17,TMSS: An End-to-End Transformer-Based Multimodal Network for Segmentation and Survival Prediction
17,DOMINO: Domain-Aware Model Calibration in Medical Image Segmentation
17,Denoising of 3D MR Images Using a Voxel-Wise Hybrid Residual MLP-CNN Model to Improve Small Lesion Diagnostic Confidence
17,Skin Lesion Recognition with Class-Hierarchy Regularized Hyperbolic Embeddings
17,TractoFormer: A Novel Fiber-Level Whole Brain Tractography Analysis Framework Using Spectral Embedding and Vision Transformers
17,Deep Open Snake Tracker for Vessel Tracing
17,Flip Learning: Erase to Segment
17,A Structural Causal Model for MR Images of Multiple Sclerosis
17,MRI Image Reconstruction via Learning Optimization Using Neural ODEs
17,Assisted Probe Positioning for Ultrasound Guided Radiotherapy Using Image Sequence Classification
17,Reliable Liver Fibrosis Assessment from Ultrasound Using Global Hetero-Image Fusion and View-Specific Parameterization
17,Shape-Aware Semi-supervised 3D Semantic Segmentation for Medical Images
17,Ensembled ResUnet for Anatomical Brain Barriers Segmentation
17,Self-supervision on Unlabelled or Data for Multi-person 2D 3D Human Pose Estimation
17,Voxel2Mesh: 3D Mesh Model Generation from Volumetric Data
17,Instance Segmentation of Biomedical Images with an Object-Aware Embedding Learned with Local Constraints
17,Robust Non-negative Tensor Factorization Diffeomorphic Motion Correction and Functional Statistics to Understand Fixation in Fluorescence Microscopy
17,Hydranet: Data Augmentation for Regression Neural Networks
17,Deep Esophageal Clinical Target Volume Delineation Using Encoded 3D Spatial Context of Tumors Lymph Nodes and Organs At Risk
17,Unsupervised Deformable Image Registration Using Cycle-Consistent CNN
17,Generating Pareto Optimal Dose Distributions for Radiation Therapy Treatment Planning
17,Data Efficient Unsupervised Domain Adaptation For Cross-modality Image Segmentation
17,Intrinsic Patch-Based Cortical Anatomical Parcellation Using Graph Convolutional Neural Network on Surface Manifold
17,Learning to Avoid Poor Images: Towards Task-aware C-arm Cone-beam CT Trajectories
17,Deep Convolutional Filtering for Spatio-Temporal Denoising and Artifact Removal in Arterial Spin Labelling MRI
17,Joint High-Order Multi-Task Feature Learning to Predict the Progression of Alzheimer’s Disease
17,Statistical Inference with Ensemble of Clustered Desparsified Lasso
17,Text to Brain: Predicting the Spatial Distribution of Neuroimaging Observations from Text Reports
17,An Automated Localization Segmentation and Reconstruction Framework for Fetal Brain MRI
17,Generative Modeling and Inverse Imaging of Cardiac Transmembrane Potential
17,Cardiac Cycle Estimation for BOLD-fMRI
17,TextRay: Mining Clinical Reports to Gain a Broad Understanding of Chest X-Rays
17,High Frame-Rate Cardiac Ultrasound Imaging with Deep Learning
17,DeepDRR – A Catalyst for Machine Learning in Fluoroscopy-Guided Procedures
17,Fast Estimation of Haemoglobin Concentration in Tissue Via Wavelet Decomposition
17,Probabilistic Tractography for Topographically Organized Connectomes
17,XQ-NLM: Denoising Diffusion MRI Data via x-q Space Non-local Patch Matching
17,3D Deeply Supervised Network for Automatic Liver Segmentation from CT Volumes
17,Structured Outlier Detection in Neuroimaging Studies with Minimal Convex Polytopes
17,Quantifying Microstructure in Fiber Crossings with Diffusional Kurtosis
17,Hierarchical Reconstruction of 7T-like Images from 3T MRI Using Multi-level CCA and Group Sparsity
17,Automatic Fetal Ultrasound Standard Plane Detection Using Knowledge Transferred Recurrent Neural Networks
17,Convex Non-negative Spherical Factorization of Multi-Shell Diffusion-Weighted Images
17,Hough Forests for Real-Time Automatic Device Localization in Fluoroscopic Images: Application to TAVR
17,Measuring Cortical Neurite-Dispersion and Perfusion in Preterm-Born Adolescents Using Multi-modal MRI
17,A System for MR-Ultrasound Guidance during Robot-Assisted Laparoscopic Radical Prostatectomy
17,Multi-GPU Reconstruction of Dynamic Compressed Sensing MRI
17,Guided Random Forests for Identification of Key Fetal Anatomy and Image Categorization in Ultrasound Scans
17,Solving Logistic Regression with Group Cardinality Constraints for Time Series Analysis
17,A Prototype Representation to Approximate White Matter Bundles with Weighted Currents
17,Segmenting Hippocampus from Infant Brains by Sparse Patch Matching with Deep-Learned Features
17,Estimating Dynamic Lung Images from High-Dimension Chest Surface Motion Using 4D Statistical Model
17,A Compact Active Stereovision System with Dynamic Reconfiguration for Endoscopy or Colonoscopy Applications
17,Exploiting Enclosing Membranes and Contextual Cues for Mitochondria Segmentation
17,3D Velocity Field and Flow Profile Reconstruction from Arbitrarily Sampled Doppler Ultrasound Data
17,Localisation of the Brain in Fetal MRI Using Bundled SIFT Features
17,Deformable Atlas for Multi-structure Segmentation
17,Quantitative Airway Analysis in Longitudinal Studies Using Groupwise Registration and 4D Optimal Surfaces
17,Fast Sequence Adaptive Parcellation of Brain MR Using Parametric Models
17,Detecting Epileptic Regions Based on Global Brain Connectivity Patterns
17,Spatially Constrained Random Walk Approach for Accurate Estimation of Airway Wall Surfaces
17,Optic Disc and Cup Segmentation from Color Fundus Photograph Using Graph Cut with Priors
17,A Surprisingly Effective Perimeter-based Loss for Medical Image Segmentation
17,An AI-based Framework for Diagnostic Quality Assessment of Ankle Radiographs
17,Comparing Objective Functions for Segmentation and Detection of Microaneurysms in Retinal Images
17,Well-Calibrated Regression Uncertainty in Medical Imaging with Deep Learning
17,Generating Fundus Fluorescence Angiography Images from Structure Fundus Images Using Generative Adversarial Networks
17,Multitask radiological modality invariant landmark localization using deep reinforcement learning
18,Adapting the Mean Teacher for Keypoint-Based Lung Registration Under Geometric Domain Shifts
18,Show Attend and Detect: Towards Fine-Grained Assessment of Abdominal Aortic Calcification on Vertebral Fracture Assessment Scans
18,Multi-task Video Enhancement for Dental Interventions
18,A New Dataset and a Baseline Model for Breast Lesion Detection in Ultrasound Videos
18,Consistency-Preserving Visual Question Answering in Medical Imaging
18,Weakly Supervised Volumetric Image Segmentation with Deformed Templates
18,Opinions Vary? Diagnosis First!
18,Targeted Gradient Descent: A Novel Method for Convolutional Neural Networks Fine-Tuning and Online-Learning
18,A Novel Hybrid Convolutional Neural Network for Accurate Organ Segmentation in 3D Head and Neck CT Images
18,Hybrid Graph Convolutional Neural Networks for Landmark-Based Anatomical Segmentation
18,Simultaneous Alignment and Surface Regression Using Hybrid 2D-3D Networks for 3D Coherent Layer Segmentation of Retina OCT Images
18,CataNet: Predicting Remaining Cataract Surgery Duration
18,EchoCP: An Echocardiography Dataset in Contrast Transthoracic Echocardiography for Patent Foramen Ovale Diagnosis
18,A Hierarchical Feature Constraint to Camouflage Medical Adversarial Attacks
18,BUNET: Blind Medical Image Segmentation Based on Secure UNET
18,A Graph-Based Method for Optimal Active Electrode Selection in Cochlear Implants
18,Deep Volumetric Universal Lesion Detection Using Light-Weight Pseudo 3D Convolution and Surface Point Regression
18,X2Teeth: 3D Teeth Reconstruction from a Single Panoramic Radiograph
18,Semi-supervised Training of Optical Flow Convolutional Neural Networks in Ultrasound Elastography
18,Longitudinal Image Registration with Temporal-Order and Subject-Specificity Discrimination
18,DeepTract: A Probabilistic Deep Learning Framework for White Matter Fiber Tractography
18,Globally Guided Progressive Fusion Network for 3D Pancreas Segmentation
18,Improved Placental Parameter Estimation Using Data-Driven Bayesian Modelling
18,Quantifying and Leveraging Classification Uncertainty for Chest Radiograph Assessment
18,Deep Granular Feature-Label Distribution Learning for Neuroimaging-Based Infant Age Prediction
18,A Soft STAPLE Algorithm Combined with Anatomical Knowledge
18,Bronchial Cartilage Assessment with Model-Based GAN Regressor
18,Multi-scale Microaneurysms Segmentation Using Embedding Triplet Loss
18,Automated Detection and Type Classification of Central Venous Catheters in Chest X-Rays
18,Direct Quantification for Coronary Artery Stenosis Using Multiview Learning
18,A Probabilistic Model Combining Deep Learning and Multi-atlas Segmentation for Semi-automated Labelling of Histology
18,A Generative-Discriminative Basis Learning Framework to Predict Clinical Severity from Resting State Functional MRI Data
18,Synaptic Cleft Segmentation in Non-isotropic Volume Electron Microscopy of the Complete Drosophila Brain
18,A Multi-scale Pyramid of 3D Fully Convolutional Networks for Abdominal Multi-organ Segmentation
18,Short Acquisition Time PET MR Pharmacokinetic Modelling Using CNNs
18,Simultaneous Segmentation and Classification of Bone Surfaces from Ultrasound Using a Multi-feature Guided CNN
18,Registration-Free Infant Cortical Surface Parcellation Using Deep Convolutional Neural Networks
18,Task Driven Generative Modeling for Unsupervised Domain Adaptation: Application to X-ray Image Segmentation
18,Multi-Input and Dataset-Invariant Adversarial Learning (MDAL) for Left and Right-Ventricular Coverage Estimation in Cardiac MRI
18,DejaVu: Intra-operative Simulation for Surgical Gesture Rehearsal
18,Retrospective Head Motion Estimation in Structural Brain MRI with 3D CNNs
18,A Large Deformation Diffeomorphic Approach to Registration of CLARITY Images via Mutual Information
18,Automatic Quality Control of Cardiac MRI Segmentation in Large-Scale Population Imaging
18,FOD Restoration for Enhanced Mapping of White Matter Lesion Connectivity
18,Integrative Analysis of Cellular Morphometric Context Reveals Clinically Relevant Signatures in Lower Grade Glioma
18,Learning-Based Topological Correction for Infant Cortical Surfaces
18,Motion-Robust Reconstruction Based on Simultaneous Multi-slice Registration for Diffusion-Weighted MRI of Moving Subjects
18,Prediction of Memory Impairment with MRI Data: A Longitudinal Study of Alzheimer’s Disease
18,Progressive Graph-Based Transductive Learning for Multi-modal Classification of Brain Disorder Disease
18,Reveal Consistent Spatial-Temporal Patterns from Dynamic Functional Connectivity for Autism Spectrum Disorder Identification
18,Track Filtering via Iterative Correction of TDI Topology
18,Grouping Total Variation and Sparsity: Statistical Learning with Segmenting Penalties
18,You Should Use Regression to Detect Cells
18,Modeling Task FMRI Data via Supervised Stochastic Coordinate Coding
18,Multiple Surface Segmentation Using Truncated Convex Priors
18,Automatic Craniomaxillofacial Landmark Digitization via Segmentation-Guided Partially-Joint Regression Forest Model
18,Breast Cancer Risk Analysis Based on a Novel Segmentation Framework for Digital Mammograms
18,Speckle Reduction in Optical Coherence Tomography by Image Registration and Matrix Completion
18,Histology to μCT Data Matching Using Landmarks and a Density Biased RANSAC
18,Tensor Total-Variation Regularized Deconvolution for Efficient Low-Dose CT Perfusion
18,Robust Cortical Thickness Measurement with LOGISMOS-B
18,A Modality-Agnostic Patch-Based Technique for Lesion Filling in Multiple Sclerosis
18,MesoFT: Unifying Diffusion Modelling and Fiber Tracking
18,Multi-atlas Spectral PatchMatch: Application to Cardiac Image Segmentation
18,Manifold Learning of Brain MRIs by Deep Learning
18,Multi-organ Segmentation Based on Spatially-Divided Probabilistic Atlas from 3D Abdominal CT Images
18,A Viterbi Approach to Topology Inference for Large Scale Endomicroscopy Video Mosaicing
18,Improving 2D-3D Registration Optimization Using Learned Prostate Motion Data
18,On Describing Human White Matter Anatomy: The White Matter Query Language
18,Pathological Site Retargeting under Tissue Deformation Using Geometrical Association and Tracking
18,CNN and Deep Sets for End-to-End Whole Slide Image Representation Learning
18,Beyond pixel-wise supervision for segmentation: A few global shape descriptors might be surprisingly good!
18,On the limits of cross-domain generalization in automated X-ray prediction
18,Mutual information deep regularization for semi-supervised segmentation
18,On the Spatial and Temporal Influence for the Reconstruction of Magnetic Resonance Fingerprinting
18,Group-Attention Single-Shot Detector (GA-SSD): Finding Pulmonary Nodules in Large-Scale CT Images
19,Point Cloud Diffusion Models for Automatic Implant Generation
19,Deep Homography Prediction for Endoscopic Camera Motion Imitation  Learning
19,Deformer: Towards Displacement Field Learning for Unsupervised Medical Image Registration
19,ModDrop++: A Dynamic Filter Network with Intra-subject Co-training for Multiple Sclerosis Lesion Segmentation with Missing Modalities
19,Data-Driven Deep Supervision for Skin Lesion Classification
19,Patcher: Patch Transformers with Mixture of Experts for Precise Medical Image Segmentation
19,Feature Robustness and Sex Differences in Medical Imaging: A Case Study in MRI-Based Alzheimer’s Disease Detection
19,End-to-End Learning for Image-Based Detection of Molecular Alterations in Digital Pathology
19,Interpretable Modeling and Reduction of Unknown Errors in Mechanistic Operators
19,Key-frame Guided Network for Thyroid Nodule Recognition Using Ultrasound Videos
19,Measurement-Conditioned Denoising Diffusion Probabilistic Model for Under-Sampled Medical Image Reconstruction
19,DisQ: Disentangling Quantitative MRI Mapping of the Heart
19,Meta-hallucinator: Towards Few-Shot Cross-Modality Cardiac Image Segmentation
19,Towards Robust General Medical Image Segmentation
19,Estimation of High Framerate Digital Subtraction Angiography Sequences at Low Radiation Dose
19,Effective Semantic Segmentation in Cataract Surgery: What Matters Most?
19,TumorCP: A Simple but Effective Object-Level Data Augmentation for Tumor Segmentation
19,Tractogram Filtering of Anatomically Non-plausible Fibers with Geometric Deep Learning
19,Hierarchical Bayesian Regression for Multi-site Normative Modeling of Neuroimaging Data
19,Scribble2Label: Scribble-Supervised Cell Segmentation via Self-generating Pseudo-Labels with Consistency
19,Non-Rigid Volume to Surface Registration Using a Data-Driven Biomechanical Model
19,Image-Level Harmonization of Multi-site Data Using Image-and-Spatial Transformer Networks
19,Improve Bone Age Assessment by Learning from Anatomical Local Regions
19,Double-Uncertainty Weighted Method for Semi-supervised Learning
19,Leveraging Undiagnosed Data for Glaucoma Classification with Teacher-Student Learning
19,U-ReSNet: Ultimate Coupling of Registration and Segmentation with Deep Nets
19,LumiPath – Towards Real-Time Physically-Based Rendering on Embedded Devices
19,Hierarchical Parcellation of the Cerebellum
19,Assessing Reliability and Challenges of Uncertainty Estimations for Medical Image Segmentation
19,Improved Inference via Deep Input Transfer
19,Automatic Segmentation of Vestibular Schwannoma from T2-Weighted MRI by Deep Spatial Attention with Hardness-Weighted Loss
19,Uncertainty-Aware Self-ensembling Model for Semi-supervised 3D Left Atrium Segmentation
19,Cardiac Segmentation from LGE MRI Using Deep Neural Network Incorporating Shape and Spatial Priors
19,Multi-scale Coarse-to-Fine Segmentation for Screening Pancreatic Ductal Adenocarcinoma
19,Generative Invertible Networks (GIN): Pathophysiology-Interpretable Feature Mapping and Virtual Patient Generation
19,Domain and Geometry Agnostic CNNs for Left Atrium Segmentation in 3D Ultrasound
19,A Tetrahedron-Based Heat Flux Signature for Cortical Thickness Morphometry Analysis
19,Automated Performance Assessment in Transoesophageal Echocardiography with Convolutional Neural Networks
19,Tract Orientation Mapping for Bundle-Specific Tractography
19,Craniomaxillofacial Bony Structures Segmentation from MRI with Deep-Supervision Adversarial Learning
19,Neighborhood Matching for Curved Domains with Application to Denoising in Diffusion MRI
19,A Variational Approach to Sparse Model Error Estimation in Cardiac Electrophysiological Imaging
19,A Multi-armed Bandit to Smartly Select a Training Set from Big Medical Data
19,Multimodal Hyper-connectivity Networks for MCI Classification
19,Adaptable Landmark Localisation: Applying Model Transfer Learning to a Shape Model Matching System
19,Deep Multi-task Multi-channel Learning for Joint Classification and Regression of Brain Status
19,Suggestive Annotation: A Deep Active Learning Framework for Biomedical Image Segmentation
19,Riemannian Statistical Analysis of Cortical Geometry with Robustness to Partial Homology and Misalignment
19,Crowd-Algorithm Collaboration for Large-Scale Endoscopic Image Annotation with Confidence
19,Comprehensive Maximum Likelihood Estimation of Diffusion Compartment Models Towards Reliable Mapping of Brain Microstructure
19,Tight Graph Framelets for Sparse Diffusion MRI q-Space Representation
19,Automatic in Vivo Cell Detection in MRI
19,Analysis of High-throughput Microscopy Videos: Catching Up with Cell Dynamics
19,A Landmark-Based Approach for Robust Estimation of Exposure Index Values in Digital Radiography
19,Flexible Reconstruction and Correction of Unpredictable Motion from Stacks of 2D Images
19,An Iterated Complex Matrix Approach for Simulation and Analysis of Diffusion MRI Processes
19,Learning-Based Shape Model Matching: Training Accurate Models with Minimal Manual Input
19,Analytic Quantification of Bias and Variance of Coil Sensitivity Profile Estimators for Improved Image Reconstruction in MRI
19,Computer-Aided Pulmonary Embolism Detection Using a Novel Vessel-Aligned Multi-planar Image Representation and Convolutional Neural Networks
19,Group-Wise Functional Community Detection through Joint Laplacian Diagonalization
19,2D 3D Registration of TEE Probe from Two Non-orthogonal C-Arm Directions
19,From Expected Propagator Distribution to Optimal Q-space Sample Metric
19,Full-Wave Intravascular Ultrasound Simulation from Histology
19,Co-occurrence of Local Anisotropic Gradient Orientations (CoLlAGe): Distinguishing Tumor Confounders and Molecular Subtypes on MRI
19,Segmentation of Multiple Knee Bones from CT for Orthopedic Knee Surgery Planning
19,Patient-Specific Biomechanical Modeling of Ventricular Enlargement in Hydrocephalus from Longitudinal Magnetic Resonance Imaging
19,Non-rigid 2D-3D Medical Image Registration Using Markov Random Fields
19,Efficient Phase Contrast Microscopy Restoration Applied for Muscle Myotube Detection
19,A Probabilistic Non-parametric Framework for Inter-modality Label Fusion
19,Multiple Sclerosis Lesion Segmentation Using Dictionary Learning and Sparse Coding
19,Comparing representations of biological data learned with different AI paradigms augmenting and cropping strategies
19,Unseen Disease Detection for Deep Learning Interpretation of Chest X-rays
19,A Mean-Field Variational Inference Approach to Deep Image Prior for Inverse Problems in Medical Imaging
19,DRMIME: Differentiable Mutual Information and Matrix Exponential for Multi-Resolution Image Registration
19,On Direct Distribution Matching for Adapting Segmentation Networks
19,Brain Metastasis Segmentation Network Trained with Robustness to Annotations with Multiple False Negatives
20,Free Lunch for Surgical Video Understanding by Distilling Self-supervisions
20,Localizing the Recurrent Laryngeal Nerve via Ultrasound with a Bayesian Shape Framework
20,SD-LayerNet: Semi-supervised Retinal Layer Segmentation in OCT Using Disentangled Representation with Anatomical Priors
20,BMD-GAN: Bone Mineral Density Estimation Using X-Ray Image Decomposition into Projections of Bone-Segmented Quantitative Computed Tomography Using Hierarchical Learning
20,ULTRA: Uncertainty-Aware Label Distribution Learning for Breast Tumor Cellularity Assessment
20,Trichomonas Vaginalis Segmentation in Microscope Images
20,Assessing the Performance of Automated Prediction and Ranking of Patient Age from Chest X-rays Against Clinicians
20,Mesh-Based 3D Motion Tracking in Cardiac MRI Using Deep Learning
20,Surgical-VQA: Visual Question Answering in Surgical Scenes Using Transformer
20,Conditional Generative Data Augmentation for Clinical Audio Datasets
20,Rethinking Surgical Instrument Segmentation: A Background Image Can Be All You Need
20,Learning Self-calibrated Optic Disc and Cup Segmentation from Multi-rater Annotations
20,Recurrent Multigraph Integrator Network for Predicting the Evolution of Population-Driven Brain Connectivity Templates
20,SurgeonAssist-Net: Towards Context-Aware Head-Mounted Display-Based Augmented Reality for Surgical Guidance
20,Phase-Independent Latent Representation for Cardiac Shape Analysis
20,Semi-supervised Contrastive Learning for Label-Efficient Medical Image Segmentation
