doi,title,venue
10.1007/978-3-030-59725-2_1,Lightweight Double Attention-Fused Networks for Intraoperative Stent Segmentation,MICCAI
10.1007/978-3-030-59710-8_39,Comparing to Learn: Surpassing ImageNet Pretraining on Radiographs by Comparing Image Representations,MICCAI
10.1007/978-3-030-59725-2_39,Automatic Angle of Progress Measurement of Intrapartum Transperineal Ultrasound Image with Deep Learning,MICCAI
10.1007/978-3-030-59725-2_16,A Second-Order Subregion Pooling Network for Breast Lesion Segmentation in Ultrasound,MICCAI
10.1007/978-3-030-59728-3_73,Lymph Node Gross Tumor Volume Detection and Segmentation via Distance-Based Gating Using 3D CT/PET Imaging in Radiotherapy,MICCAI
10.1007/978-3-030-59725-2_32,Alleviating the Incompatibility Between Cross Entropy Loss and Episode Training for Few-Shot Skin Disease Classification,MICCAI
10.1007/978-3-030-59713-9_37,Cross-domain Medical Image Translation by Shared Latent Gaussian Mixture Model,MICCAI
10.1007/978-3-030-59719-1_37,LAMP: Large Deep Nets with Automated Model Parallelism for Image Segmentation,MICCAI
10.1007/978-3-030-59710-8_13,Deep kNN for Medical Image Classification,MICCAI
10.1007/978-3-030-59716-0_68,Perfusion Quantification from Endoscopic Videos: Learning to Read Tumor Signatures,MICCAI
10.1007/978-3-030-71827-5_2,Domain Knowledge Driven Multi-modal Segmentation of Anatomical Brain Barriers to Cancer Spread,MICCAI
10.1007/978-3-030-32239-7_17,Task Adaptive Metric Space for Medium-Shot Medical Image Classification,MICCAI
10.1007/978-3-030-32248-9_21,3D Dilated Multi-fiber Network for Real-Time Brain Tumor Segmentation in MRI,MICCAI
10.1007/978-3-030-32251-9_78,VS-Net: Variable Splitting Network for Accelerated Parallel MRI Reconstruction,MICCAI
10.1007/978-3-030-32251-9_21,Inter-modality Dependence Induced Data Recovery for MCI Conversion Prediction,MICCAI
10.1007/978-3-030-32251-9_13,Diagnosis-Guided Multi-modal Feature Selection for Prognosis Prediction of Lung Squamous Cell Carcinoma,MICCAI
10.1007/978-3-030-32226-7_20,Volumetric Attention for 3D Medical Image Segmentation and Detection,MICCAI
10.1007/978-3-030-32245-8_7,Learning Cross-Modal Deep Representations for Multi-Modal MR Image Segmentation,MICCAI
10.1007/978-3-030-32254-0_32,FetusMap: Fetal Pose Estimation in 3D Ultrasound,MICCAI
10.1007/978-3-030-32239-7_50,Instance Segmentation of Biomedical Images with an Object-Aware Embedding Learned with Local Constraints,MICCAI
10.1007/978-3-030-32248-9_88,Interpretable Feature Learning Using Multi-output Takagi-Sugeno-Kang Fuzzy System for Multi-center ASD Diagnosis,MICCAI
10.1007/978-3-030-32245-8_58,Learning Shape Priors for Robust Cardiac MR Segmentation from Multi-view Images,MICCAI
10.1007/978-3-030-32248-9_83,Identify Hierarchical Structures from Task-Based fMRI Data via Hybrid Spatiotemporal Neural Architecture Search Net,MICCAI
10.1007/978-3-030-32254-0_26,Variational Shape Completion for Virtual Planning of Jaw Reconstructive Surgery,MICCAI
10.1007/978-3-030-32251-9_5,Placental Flattening via Volumetric Parameterization,MICCAI
10.1007/978-3-030-32245-8_90,Surface-Volume Consistent Construction of Longitudinal Atlases for the Early Developing Brain,MICCAI
10.1007/978-3-030-32251-9_60,Improving Skin Condition Classification with a Visual Symptom Checker Trained Using Reinforcement Learning,MICCAI
10.1007/978-3-030-32251-9_37,Captioning Ultrasound Images Automatically,MICCAI
10.1007/978-3-030-32245-8_40,A Deep Learning Approach to MR-less Spatial Normalization for Tau PET Images,MICCAI
10.1007/978-3-030-32251-9_3,A Surface-Theoretic Approach for Statistical Shape Modeling,MICCAI
10.1007/978-3-030-32245-8_25,Automatic Segmentation of Muscle Tissue and Inter-muscular Fat in Thigh and Calf MRI Images,MICCAI
10.1007/978-3-030-32251-9_67,STructural Rectal Atlas Deformation (StRAD) Features for Characterizing Intra- and Peri-wall Chemoradiation Response on MRI,MICCAI
10.1007/978-3-030-32239-7_11,A Deep Learning Design for Improving Topology Coherence in Blood Vessel Segmentation,MICCAI
10.1007/978-3-030-32239-7_22,Multiclass Segmentation as Multitask Learning for Drusen Segmentation in Retinal Optical Coherence Tomography,MICCAI
10.1007/978-3-030-32226-7_28,Normal Appearance Autoencoder for Lung Cancer Detection and Segmentation,MICCAI
10.1007/978-3-030-32245-8_65,3D Cardiac Shape Prediction with Deep Neural Networks: Simultaneous Use of Images and Patient Metadata,MICCAI
10.1007/978-3-030-32245-8_3,Unsupervised Quality Control of Image Segmentation Based on Bayesian Learning,MICCAI
10.1007/978-3-030-32248-9_91,Radiologist-Level Stroke Classification on Non-contrast CT Scans with Deep U-Net,MICCAI
10.1007/978-3-030-32226-7_56,GraphX $$\mathbf{\small NET } -$$ -Chest X-Ray Classification Under Extreme Minimal Supervision,MICCAI
10.1007/978-3-030-32245-8_26,Resource Optimized Neural Architecture Search for 3D Medical Image Segmentation,MICCAI
10.1007/978-3-030-32245-8_60,Self-Supervised Learning for Cardiac MR Image Segmentation by Anatomical Position Prediction,MICCAI
10.1007/978-3-030-32245-8_31,Learning Shape Representation on Sparse Point Clouds for Volumetric Image Segmentation,MICCAI
10.1007/978-3-030-32239-7_35,Deep Sequential Mosaicking of Fetoscopic Videos,MICCAI
10.1007/978-3-030-32254-0_31,A Sparsely Distributed Intra-cardial Ultrasonic Array for Real-Time Endocardial Mapping,MICCAI
10.1007/978-3-030-32251-9_23,Early Prediction of Alzheimer&apos;s Disease Progression Using Variational Autoencoders,MICCAI
10.1007/978-3-030-32245-8_37,Constrained Domain Adaptation for Segmentation,MICCAI
10.1007/978-3-030-32245-8_14,PHiSeg: Capturing Uncertainty in Medical Image Segmentation,MICCAI
10.1007/978-3-030-32245-8_77,Dual-View Joint Estimation of Left Ventricular Ejection Fraction with Uncertainty Modelling in Echocardiograms,MICCAI
10.1007/978-3-030-32248-9_70,DeepTract: A Probabilistic Deep Learning Framework for White Matter Fiber Tractography,MICCAI
10.1007/978-3-030-32245-8_11,Optimizing the Dice Score and Jaccard Index for Medical Image Segmentation: Theory and Practice,MICCAI
10.1007/978-3-030-32251-9_51,Symmetric Dual Adversarial Connectomic Domain Alignment for Predicting Isomorphic Brain Graph from a Baseline Graph,MICCAI
10.1007/978-3-030-32254-0_44,Model-Based Recommendations for Optimal Surgical Placement of Epiretinal Implants,MICCAI
10.1007/978-3-030-32245-8_44,A Cooperative Autoencoder for Population-Based Regularization of CNN Image Registration,MICCAI
10.1007/978-3-030-32254-0_47,Efficient Soft-Constrained Clustering for Group-Based Labeling,MICCAI
10.1007/978-3-030-32226-7_72,How to Learn from Unlabeled Volume Data: Self-supervised 3D Context Feature Learning,MICCAI
10.1007/978-3-030-32251-9_45,Multi-stage Prediction Networks for Data Harmonization,MICCAI
10.1007/978-3-030-32254-0_74,Matwo-CapsNet: A Multi-label Semantic Segmentation Capsules Network,MICCAI
10.1007/978-3-030-32226-7_90,Semi-supervised Medical Image Segmentation via Learning Consistency Under Transformations,MICCAI
10.1007/978-3-030-32251-9_41,Learning Task-Specific and Shared Representations in Medical Imaging,MICCAI
10.1007/978-3-030-32248-9_48,A Partially Reversible U-Net for Memory-Efficient Volumetric Image Segmentation,MICCAI
10.1007/978-3-030-32254-0_16,Physics-Based Deep Neural Network for Augmented Reality During Liver Surgery,MICCAI
10.1007/978-3-030-32251-9_75,Confident Head Circumference Measurement from Ultrasound with Real-Time Feedback for Sonographers,MICCAI
10.1007/978-3-030-32254-0_63,Combined Learning for Similar Tasks with Domain-Switching Networks,MICCAI
10.1007/978-3-030-32226-7_71,Adaptive Image-Feature Learning for Disease Classification Using Inductive Graph Networks,MICCAI
10.1007/978-3-030-32251-9_12,Surface-Based Spatial Pyramid Matching of Cortical Regions for Analysis of Cognitive Performance,MICCAI
10.1007/978-3-030-32226-7_12,Contextual Deep Regression Network for Volume Estimation in Orbital CT,MICCAI
10.1007/978-3-030-32248-9_51,Multi-task Attention-Based Semi-supervised Learning for Medical Image Segmentation,MICCAI
10.1007/978-3-030-32248-9_50,Robust Multimodal Brain Tumor Segmentation via Feature Disentanglement and Gated Fusion,MICCAI
10.1007/978-3-030-32239-7_39,Rectified Cross-Entropy and Upper Transition Loss for Weakly Supervised Whole Slide Image Classifier,MICCAI
10.1007/978-3-030-32248-9_97,Cephalometric Landmark Detection by Attentive Feature Pyramid Fusion and Regression-Voting,MICCAI
10.1007/978-3-030-32251-9_63,Unsupervised Clustering of Quantitative Imaging Phenotypes Using Autoencoder and Gaussian Mixture Model,MICCAI
10.1007/978-3-030-32239-7_37,Multi-view Learning with Feature Level Fusion for Cervical Dysplasia Diagnosis,MICCAI
10.1007/978-3-030-32245-8_55,Deep Learning Within a Priori Temporal Feature Spaces for Large-Scale Dynamic MR Image Reconstruction: Application to 5-D Cardiac MR Multitasking,MICCAI
10.1007/978-3-030-32226-7_11,LSRC: A Long-Short Range Context-Fusing Framework for Automatic 3D Vertebra Localization,MICCAI
10.1007/978-3-030-32226-7_38,Harnessing 2D Networks and 3D Features for Automated Pancreas Segmentation from Volumetric CT Images,MICCAI
10.1007/978-3-030-32239-7_54,PlacentaNet: Automatic Morphological Characterization of Placenta Photos with Deep Learning,MICCAI
10.1007/978-3-030-32248-9_4,Model-Based Convolutional De-Aliasing Network Learning for Parallel MR Imaging,MICCAI
10.1007/978-3-030-32245-8_66,Discriminative Consistent Domain Generation for Semi-supervised Learning,MICCAI
10.1007/978-3-030-32226-7_50,Adversarial Policy Gradient for Deep Learning Image Augmentation,MICCAI
10.1007/978-3-030-32254-0_42,Learned Full-Sampling Reconstruction,MICCAI
10.1007/978-3-030-32248-9_3,Model Learning: Primal Dual Networks for Fast MR Imaging,MICCAI
10.1007/978-3-030-32226-7_4,BCD-Net for Low-Dose CT Reconstruction: Acceleration Convergence and Generalization,MICCAI
10.1007/978-3-030-32251-9_72,Global and Local Interpretability for Cardiac MRI Classification,MICCAI
10.1007/978-3-030-32248-9_69,Optimal Experimental Design for Biophysical Modelling in Multidimensional Diffusion MRI,MICCAI
10.1007/978-3-030-32245-8_48,Linear Time Invariant Model Based Motion Correction (LiMo-MoCo) of Dynamic Radial Contrast Enhanced MRI,MICCAI
10.1007/978-3-030-32245-8_57,Model-Based Reconstruction for Highly Accelerated First-Pass Perfusion Cardiac MRI,MICCAI
10.1007/978-3-030-32248-9_52,AssemblyNet: A Novel Deep Decision-Making Process for Whole Brain MRI Segmentation,MICCAI
10.1007/978-3-030-32251-9_28,Automated Noninvasive Seizure Detection and Localization Using Switching Markov Models and Convolutional Neural Networks,MICCAI
10.1007/978-3-030-32226-7_33,Pulmonary Vessel Segmentation Based on Orthogonal Fused U-Net++ of Chest CT Images,MICCAI
10.1007/978-3-030-32248-9_79,Integrating Neural Networks and Dictionary Learning for Multidimensional Clinical Characterizations from Functional Connectomics Data,MICCAI
10.1007/978-3-030-32248-9_40,Unsupervised Deep Learning for Bayesian Brain MRI Segmentation,MICCAI
10.1007/978-3-030-32251-9_8,Clustering of Longitudinal Shape Data Sets Using Mixture of Separate or Branching Trajectories,MICCAI
10.1007/978-3-030-32254-0_68,SWTV-ACE: Spatially Weighted Regularization Based Attenuation Coefficient Estimation Method for Hepatic Steatosis Detection,MICCAI
10.1007/978-3-030-32251-9_30,Spatiotemporal Breast Mass Detection Network (MD-Net) in 4D DCE-MRI Images,MICCAI
10.1007/978-3-030-32254-0_39,An Automatic Approach to Reestablish Final Dental Occlusion for 1-Piece Maxillary Orthognathic Surgery,MICCAI
10.1007/978-3-030-32251-9_65,Coronary Artery Plaque Characterization from CCTA Scans Using Deep Learning and Radiomics,MICCAI
10.1007/978-3-030-32239-7_73,Robust Non-negative Tensor Factorization Diffeomorphic Motion Correction and Functional Statistics to Understand Fixation in Fluorescence Microscopy,MICCAI
10.1007/978-3-030-32245-8_78,Frame Rate Up-Conversion in Echocardiography Using a Conditioned Variational Autoencoder and Generative Adversarial Model,MICCAI
10.1007/978-3-030-32245-8_51,Bayesian Optimization on Large Graphs via a Graph Convolutional Generative Model: Application in Cardiac Model Personalization,MICCAI
10.1007/978-3-030-32254-0_51,Automated Surgical Activity Recognition with One Labeled Sequence,MICCAI
10.1007/978-3-030-32248-9_23,VoteNet: A Deep Learning Label Fusion Method for Multi-atlas Segmentation,MICCAI
10.1007/978-3-030-32248-9_32,Spatial Warping Network for 3D Segmentation of the Hippocampus in MR Images,MICCAI
10.1007/978-3-030-32226-7_92,Neural Architecture Search for Adversarial Medical Image Segmentation,MICCAI
10.1007/978-3-030-32245-8_10,Instance Segmentation from Volumetric Biomedical Images Without Voxel-Wise Labeling,MICCAI
10.1007/978-3-030-32245-8_9,Hetero-Modal Variational Encoder-Decoder for Joint Modality Completion and Segmentation,MICCAI
10.1007/978-3-030-32254-0_33,Agent with Warm Start and Active Termination for Plane Localization in 3D Ultrasound,MICCAI
10.1007/978-3-030-32251-9_49,A Dirty Multi-task Learning Method for Multi-modal Brain Imaging Genetics,MICCAI
10.1007/978-3-030-32251-9_48,Hydranet: Data Augmentation for Regression Neural Networks,MICCAI
10.1007/978-3-030-32251-9_39,As Easy as 1 2...4? Uncertainty in Counting Tasks for Medical Imaging,MICCAI
10.1007/978-3-030-32251-9_66,Response Estimation Through Spatially Oriented Neural Network and Texture Ensemble (RESONATE),MICCAI
10.1007/978-3-030-32251-9_11,Patient-Specific Conditional Joint Models of Shape Image Features and Clinical Indicators,MICCAI
10.1007/978-3-030-32245-8_2,Comparative Evaluation of Hand-Engineered and Deep-Learned Features for Neonatal Hip Bone Segmentation in Ultrasound,MICCAI
10.1007/978-3-030-32226-7_41,Adversarial Optimization for Joint Registration and Segmentation in Prostate CT Radiotherapy,MICCAI
10.1007/978-3-030-32254-0_18,Cross-Domain Conditional Generative Adversarial Networks for Stereoscopic Hyperrealism in Surgical Training,MICCAI
10.1007/978-3-030-32251-9_1,A CNN-Based Framework for Statistical Assessment of Spinal Shape and Curvature in Whole-Body MRI Images of Large Populations,MICCAI
10.1007/978-3-030-32226-7_59,Hand Pose Estimation for Pediatric Bone Age Assessment,MICCAI
10.1007/978-3-030-32254-0_24,3D Modelling of the Residual Freezing for Renal Cryoablation Simulation and Prediction,MICCAI
10.1007/978-3-030-32226-7_70,Towards Fully Automatic X-Ray to CT Registration,MICCAI
10.1007/978-3-030-32248-9_35,U-ReSNet: Ultimate Coupling of Registration and Segmentation with Deep Nets,MICCAI
10.1007/978-3-030-32245-8_87,Neural Parameters Estimation for Brain Tumor Growth Modeling,MICCAI
10.1007/978-3-030-32245-8_88,Learning-Guided Infinite Network Atlas Selection for Predicting Longitudinal Brain Network Evolution from a Single Observation,MICCAI
10.1007/978-3-030-32254-0_4,Direct Visual and Haptic Volume Rendering of Medical Data Sets for an Immersive Exploration in Virtual Reality,MICCAI
10.1007/978-3-030-32248-9_12,RCA-U-Net: Residual Channel Attention U-Net for Fast Tissue Quantification in Magnetic Resonance Fingerprinting,MICCAI
10.1007/978-3-030-32239-7_34,Selective Feature Aggregation Network with Area-Boundary Constraints for Polyp Segmentation,MICCAI
10.1007/978-3-030-32245-8_24,Globally Guided Progressive Fusion Network for 3D Pancreas Segmentation,MICCAI
10.1007/978-3-030-32254-0_3,Optimizing Clearance of Bézier Spline Trajectories for Minimally-Invasive Surgery,MICCAI
10.1007/978-3-030-32248-9_71,Fast and Scalable Optimal Transport for Brain Tractograms,MICCAI
10.1007/978-3-030-32245-8_49,Incompressible Image Registration Using Divergence-Conforming B-Splines,MICCAI
10.1007/978-3-030-32254-0_75,LumiPath - Towards Real-Time Physically-Based Rendering on Embedded Devices,MICCAI
10.1007/978-3-030-32248-9_68,Improved Placental Parameter Estimation Using Data-Driven Bayesian Modelling,MICCAI
10.1007/978-3-030-32254-0_56,Brain Dynamics Through the Lens of Statistical Mechanics by Unifying Structure and Function,MICCAI
10.1007/978-3-030-32254-0_29,Concept-Centric Visual Turing Tests for Method Validation,MICCAI
10.1007/978-3-030-32226-7_87,Endotracheal Tube Detection and Segmentation in Chest Radiographs Using Synthetic Data,MICCAI
10.1007/978-3-030-32239-7_21,A Divide-and-Conquer Approach Towards Understanding Deep Networks,MICCAI
10.1007/978-3-030-32239-7_6,Evaluation of Retinal Image Quality Assessment Networks in Different Color-Spaces,MICCAI
10.1007/978-3-030-32254-0_52,Using 3D Convolutional Neural Networks to Learn Spatiotemporal Features for Automatic Surgical Gesture Recognition in Video,MICCAI
10.1007/978-3-030-32248-9_60,Surface-Based Tracking of U-Fibers in the Superficial White Matter,MICCAI
10.1007/978-3-030-32245-8_86,Context-Aware Inductive Bias Learning for Vessel Border Detection in Multi-modal Intracoronary Imaging,MICCAI
10.1007/978-3-030-32248-9_92,FocusNet: Imbalanced Large and Small Organ Segmentation with an End-to-End Deep Neural Network for Head and Neck CT Images,MICCAI
10.1007/978-3-030-32245-8_35,Multi-resolution Path CNN with Deep Supervision for Intervertebral Disc Localization and Segmentation,MICCAI
10.1007/978-3-030-32254-0_34,Learning and Understanding Deep Spatio-Temporal Representations from Free-Hand Fetal Ultrasound Sweeps,MICCAI
10.1007/978-3-030-32248-9_86,Combining Multiple Behavioral Measures and Multiple Connectomes via Multipath Canonical Correlation Analysis,MICCAI
10.1007/978-3-030-32239-7_36,Landmark-Guided Deformable Image Registration for Supervised Autonomous Robotic Tumor Resection,MICCAI
10.1007/978-3-030-32226-7_37,Stereo-Correlation and Noise-Distribution Aware ResVoxGAN for Dense Slices Reconstruction and Noise Reduction in Thick Low-Dose CT,MICCAI
10.1007/978-3-030-32226-7_75,Quantifying and Leveraging Classification Uncertainty for Chest Radiograph Assessment,MICCAI
10.1007/978-3-030-32251-9_71,Bridging Imaging Genetics and Diagnosis in a Coupled Low-Dimensional Framework,MICCAI
10.1007/978-3-030-32251-9_25,Uncertainty-Informed Detection of Epileptogenic Brain Malformations Using Bayesian Neural Networks,MICCAI
10.1007/978-3-030-32254-0_25,A Generative Model of Hyperelastic Strain Energy Density Functions for Real-Time Simulation of Brain Tissue Deformation,MICCAI
10.1007/978-3-030-32254-0_28,Towards a Mixed-Reality First Person Point of View Needle Navigation System,MICCAI
10.1007/978-3-030-32254-0_27,Markerless Image-to-Face Registration for Untethered Augmented Reality in Head and Neck Surgery,MICCAI
10.1007/978-3-030-32254-0_5,Triplet Feature Learning on Endoscopic Video Manifold for Online GastroIntestinal Image Retargeting,MICCAI
10.1007/978-3-030-32254-0_60,Deep Local-Global Refinement Network for Stent Analysis in IVOCT Images,MICCAI
10.1007/978-3-030-32239-7_33,Triple ANet: Adaptive Abnormal-aware Attention Network for WCE Image Classification,MICCAI
10.1007/978-3-030-32248-9_87,Decoding Brain Functional Connectivity Implicated in AD and MCI,MICCAI
10.1007/978-3-030-32239-7_70,GAN-Based Image Enrichment in Digital Pathology Boosts Segmentation Accuracy,MICCAI
10.1007/978-3-030-32226-7_85,Semi-supervised Learning by Disentangling and Self-ensembling over Stochastic Latent Space,MICCAI
10.1007/978-3-030-32251-9_54,Multi Scale Curriculum CNN for Context-Aware Breast MRI Malignancy Classification,MICCAI
10.1007/978-3-030-32239-7_74,ConCORDe-Net: Cell Count Regularized Convolutional Neural Network for Cell Detection in Multiplex Immunohistochemistry Images,MICCAI
10.1007/978-3-030-32248-9_54,Hierarchical Parcellation of the Cerebellum,MICCAI
10.1007/978-3-030-32245-8_83,Quality Control-Driven Image Segmentation Towards Reliable Automatic Image Analysis in Large-Scale Cardiovascular Magnetic Resonance Aortic Cine Imaging,MICCAI
10.1007/978-3-030-32226-7_61,Learning-Based X-Ray Image Denoising Utilizing Model-Based Image Simulations,MICCAI
10.1007/978-3-030-32239-7_44,Cell Tracking with Deep Learning for Cell Detection and Motion Estimation in Low-Frame-Rate,MICCAI
10.1007/978-3-030-32239-7_14,Fully Convolutional Boundary Regression for Retina OCT Segmentation,MICCAI
10.1007/978-3-030-32226-7_16,DPA-DenseBiasNet: Semi-supervised 3D Fine Renal Artery Segmentation with Dense Biased Network and Deep Priori Anatomy,MICCAI
10.1007/978-3-030-32239-7_87,DME-Net: Diabetic Macular Edema Grading by Auxiliary Task Learning,MICCAI
10.1007/978-3-030-32226-7_6,Closing the Gap Between Deep and Conventional Image Registration Using Probabilistic Dense Displacement Networks,MICCAI
10.1007/978-3-030-32226-7_29,mlVIRNET: Multilevel Variational Image Registration Network,MICCAI
10.1007/978-3-030-32248-9_59,Reconstructing High-Quality Diffusion MRI Data from Orthogonal Slice-Undersampled Data Using Graph Convolutional Neural Networks,MICCAI
10.1007/978-3-030-32251-9_7,Hierarchical Multi-geodesic Model for Longitudinal Analysis of Temporal Trajectories of Anatomical Shape and Covariates,MICCAI
10.1007/978-3-030-32248-9_11,RinQ Fingerprinting: Recurrence-Informed Quantile Networks for Magnetic Resonance Fingerprinting,MICCAI
10.1007/978-3-030-32245-8_12,Dual Adaptive Pyramid Network for Cross-Stain Histopathology Image Segmentation,MICCAI
10.1007/978-3-030-32251-9_17,Deep Granular Feature-Label Distribution Learning for Neuroimaging-Based Infant Age Prediction,MICCAI
10.1007/978-3-030-32245-8_45,Conditional Segmentation in Lieu of Image Registration,MICCAI
10.1007/978-3-030-32245-8_43,Dual-Stream Pyramid Registration Network,MICCAI
10.1007/978-3-030-32245-8_16,Supervised Uncertainty Quantification for Segmentation with Multiple Annotations,MICCAI
10.1007/978-3-030-32239-7_68,Evidence Localization for Pathology Images Using Weakly Supervised Learning,MICCAI
10.1007/978-3-030-32248-9_31,Brain Segmentation from k-Space with End-to-End Recurrent Attention Network,MICCAI
10.1007/978-3-030-32251-9_10,Multi-view Graph Matching of Cortical Landmarks,MICCAI
10.1007/978-3-030-32245-8_33,3D U2-Net: A 3D Universal U-Net for Multi-domain Medical Image Segmentation,MICCAI
10.1007/978-3-030-32248-9_18,CoCa-GAN: Common-Feature-Learning-Based Context-Aware Generative Adversarial Network for Glioma Grading,MICCAI
10.1007/978-3-030-32251-9_84,Arterial Spin Labeling Images Synthesis via Locally-Constrained WGAN-GP Ensemble,MICCAI
10.1007/978-3-030-32251-9_6,Fast Polynomial Approximation to Heat Diffusion in Manifolds,MICCAI
10.1007/978-3-030-32248-9_77,Integrating Functional and Structural Connectivities via Diffusion-Convolution-Bilinear Neural Network,MICCAI
10.1007/978-3-030-32254-0_55,Achieving Accurate Segmentation of Nasopharyngeal Carcinoma in MR Images Through Recurrent Attention,MICCAI
10.1007/978-3-030-32226-7_15,ImHistNet: Learnable Image Histogram Based DNN with Application to Noninvasive Determination of Carcinoma Grades in CT Scans,MICCAI
10.1007/978-3-030-32248-9_61,Probing Brain Micro-architecture by Orientation Distribution Invariant Identification of Diffusion Compartments,MICCAI
10.1007/978-3-030-32248-9_62,Characterizing Non-Gaussian Diffusion in Heterogeneously Oriented Tissue Microenvironments,MICCAI
10.1007/978-3-030-32248-9_27,High Resolution Medical Image Segmentation Using Data-Swapping Method,MICCAI
10.1007/978-3-030-32239-7_45,Accelerated ML-Assisted Tumor Detection in High-Resolution Histopathology Images,MICCAI
10.1007/978-3-030-32254-0_46,Learning Where to Look While Tracking Instruments in Robot-Assisted Surgery,MICCAI
10.1007/978-3-030-32254-0_73,Echocardiography Segmentation by Quality Translation Using Anatomically Constrained CycleGAN,MICCAI
10.1007/978-3-030-32251-9_59,Improving Uncertainty Estimation in Convolutional Neural Networks Using Inter-rater Agreement,MICCAI
10.1007/978-3-030-32226-7_46,PRSNet: Part Relation and Selection Network for Bone Age Assessment,MICCAI
10.1007/978-3-030-32248-9_20,Scribble-Based Hierarchical Weakly Supervised Learning for Brain Tumor Segmentation,MICCAI
10.1007/978-3-030-32245-8_13,HD-Net: Hybrid Discriminative Network for Prostate Segmentation in MR Images,MICCAI
10.1007/978-3-030-32226-7_63,Cone-Beam Computed Tomography (CBCT) Segmentation by Adversarial Learning Domain Adaptation,MICCAI
10.1007/978-3-030-32226-7_25,Integrating Cross-modality Hallucinated MRI with CT to Aid Mediastinal Lung Tumor Segmentation,MICCAI
10.1007/978-3-030-32226-7_89,Synthesize Mammogram from Digital Breast Tomosynthesis with Gradient Guided cGANs,MICCAI
10.1007/978-3-030-32245-8_92,Early Development of Infant Brain Complex Network,MICCAI
10.1007/978-3-030-32251-9_68,Dynamic Routing Capsule Networks for Mild Cognitive Impairment Diagnosis,MICCAI
10.1007/978-3-030-32226-7_77,Medical-based Deep Curriculum Learning for Improved Fracture Classification,MICCAI
10.1007/978-3-030-32254-0_49,Incorporating Temporal Prior from Motion Flow for Instrument Segmentation in Minimally Invasive Surgery Video,MICCAI
10.1007/978-3-030-32245-8_21,Accurate Esophageal Gross Tumor Volume Segmentation in PET/CT Using Two-Stream Chained 3D Deep Network Fusion,MICCAI
10.1007/978-3-030-32226-7_67,Deep Esophageal Clinical Target Volume Delineation Using Encoded 3D Spatial Context of Tumors Lymph Nodes and Organs At Risk,MICCAI
10.1007/978-3-030-32248-9_75,A Matched Filter Decomposition of fMRI into Resting and Task Components,MICCAI
10.1007/978-3-030-32226-7_44,Permutohedral Attention Module for Efficient Non-local Neural Networks,MICCAI
10.1007/978-3-030-32251-9_62,Similarity Steered Generative Adversarial Network and Adaptive Transfer Learning for Malignancy Characterization of Hepatocellualr Carcinoma,MICCAI
10.1007/978-3-030-32251-9_19,Unified Modeling of Imputation Forecasting and Prediction for AD Progression,MICCAI
10.1007/978-3-030-32245-8_6,Assessing Reliability and Challenges of Uncertainty Estimations for Medical Image Segmentation,MICCAI
10.1007/978-3-030-32254-0_8,Semi-autonomous Robotic Anastomoses of Vaginal Cuffs Using Marker Enhanced 3D Imaging and Path Planning,MICCAI
10.1007/978-3-030-32248-9_84,A Deep Learning Framework for Noise Component Detection from Resting-State Functional MRI,MICCAI
10.1007/978-3-030-32254-0_59,Gastric Cancer Detection from Endoscopic Images Using Synthesis by GAN,MICCAI
10.1007/978-3-030-32239-7_78,Nuclei Segmentation in Histopathological Images Using Two-Stage Learning,MICCAI
10.1007/978-3-030-32248-9_57,A Soft STAPLE Algorithm Combined with Anatomical Knowledge,MICCAI
10.1007/978-3-030-32248-9_9,Single Image Based Reconstruction of High Field-Like MR Images,MICCAI
10.1007/978-3-030-32251-9_14,Graph Convolution Based Attention Model for Personalized Disease Prediction,MICCAI
10.1007/978-3-030-32245-8_63,Curriculum Semi-supervised Segmentation,MICCAI
10.1007/978-3-030-32226-7_88,Learning Interpretable Features via Adversarially Robust Optimization,MICCAI
10.1007/978-3-030-32248-9_36,Generative Adversarial Network for Segmentation of Motion Affected Neonatal Brain MRI,MICCAI
10.1007/978-3-030-32254-0_69,Deep Learning-Based Universal Beamformer for Ultrasound Imaging,MICCAI
10.1007/978-3-030-32245-8_8,Extreme Points Derived Confidence Map as a Cue for Class-Agnostic Interactive Segmentation Using Deep Neural Network,MICCAI
10.1007/978-3-030-32226-7_8,PAN: Projective Adversarial Network for Medical Image Segmentation,MICCAI
10.1007/978-3-030-32248-9_25,Scalable Neural Architecture Search for 3D Medical Image Segmentation,MICCAI
10.1007/978-3-030-32226-7_19,Unsupervised Deformable Image Registration Using Cycle-Consistent CNN,MICCAI
10.1007/978-3-030-32254-0_38,A New Approach of Predicting Facial Changes Following Orthognathic Surgery Using Realistic Lip Sliding Effect,MICCAI
10.1007/978-3-030-32254-0_23,Virtual Cardiac Surgical Planning Through Hemodynamics Simulation and Design Optimization of Fontan Grafts,MICCAI
10.1007/978-3-030-32248-9_80,Revealing Functional Connectivity by Learning Graph Laplacian,MICCAI
10.1007/978-3-030-32248-9_81,Constructing Multi-scale Connectome Atlas by Learning Graph Laplacian of Common Network,MICCAI
10.1007/978-3-030-32254-0_19,Free-View 3D Gaze-Guided Robotic Scrub Nurse,MICCAI
10.1007/978-3-030-32245-8_82,Fourier Spectral Dynamic Data Assimilation: Interlacing CFD with 4D Flow MRI,MICCAI
10.1007/978-3-030-32245-8_54,Harmonic Balance Techniques in Cardiovascular Fluid Mechanics,MICCAI
