doc_name,label1,label2,value
Robust Multimodal Brain Tumor Segmentation via Feature Disentanglement and Gated Fusion,BRATS,In Abstract,True
Robust Multimodal Brain Tumor Segmentation via Feature Disentanglement and Gated Fusion,BRATS,Elsewhere,True
Robust Multimodal Brain Tumor Segmentation via Feature Disentanglement and Gated Fusion,BRATS,In Method,True
Robust Multimodal Brain Tumor Segmentation via Feature Disentanglement and Gated Fusion,BRATS,In Table,True
Unsupervised Deformable Image Registration with Absent Correspondences in Pre-operative and Post-recurrence Brain Tumor MRI Scans,BRATS,In Abstract,True
Unsupervised Deformable Image Registration with Absent Correspondences in Pre-operative and Post-recurrence Brain Tumor MRI Scans,BRATS,In Method,True
Missing Values and Imputation in Healthcare Data: Can Interpretable Machine Learning Help?,MIMIC,Elsewhere,True
CheXRelNet: An Anatomy-Aware Model for Tracking Longitudinal Relationships Between Chest X-Rays,Chexpert,In Method,True
CheXRelNet: An Anatomy-Aware Model for Tracking Longitudinal Relationships Between Chest X-Rays,MIMIC,In Method,True
CheXRelNet: An Anatomy-Aware Model for Tracking Longitudinal Relationships Between Chest X-Rays,MIMIC,In Table,True
Towards multi-sequence MR image recovery from undersampled k-space data,BRATS,In Method,True
iSegFormer: Interactive Segmentation via Transformers with Application to 3D Knee MR Images,BRATS,In Method,True
iSegFormer: Interactive Segmentation via Transformers with Application to 3D Knee MR Images,BRATS,In Figure,True
Unregistered Multiview Mammogram Analysis with Pre-trained Deep Learning Models,CBIS-DDSM,In Abstract,True
Unregistered Multiview Mammogram Analysis with Pre-trained Deep Learning Models,CBIS-DDSM,In Method,True
Unregistered Multiview Mammogram Analysis with Pre-trained Deep Learning Models,CBIS-DDSM,Elsewhere,True
Unregistered Multiview Mammogram Analysis with Pre-trained Deep Learning Models,CBIS-DDSM,In Figure,True
A Deep Discontinuity-Preserving Image Registration Network,ACDC,In Method,True
Bayesian Pseudo Labels: Expectation Maximization for Robust and Efficient Semi-supervised Segmentation,BRATS,Elsewhere,True
Bayesian Pseudo Labels: Expectation Maximization for Robust and Efficient Semi-supervised Segmentation,BRATS,In Method,True
Bayesian Pseudo Labels: Expectation Maximization for Robust and Efficient Semi-supervised Segmentation,BRATS,In Figure,True
Bayesian Pseudo Labels: Expectation Maximization for Robust and Efficient Semi-supervised Segmentation,BRATS,In Table,True
Breaking with Fixed Set Pathology Recognition Through Report-Guided Contrastive Training,Chexpert,In Abstract,True
Breaking with Fixed Set Pathology Recognition Through Report-Guided Contrastive Training,Chexpert,In Method,True
Breaking with Fixed Set Pathology Recognition Through Report-Guided Contrastive Training,Chexpert,In Table,True
Breaking with Fixed Set Pathology Recognition Through Report-Guided Contrastive Training,ChestX-Ray14,In Abstract,True
Breaking with Fixed Set Pathology Recognition Through Report-Guided Contrastive Training,ChestX-Ray14,In Method,True
Breaking with Fixed Set Pathology Recognition Through Report-Guided Contrastive Training,ChestX-Ray14,In Figure,True
Breaking with Fixed Set Pathology Recognition Through Report-Guided Contrastive Training,ChestX-Ray14,In Table,True
Breaking with Fixed Set Pathology Recognition Through Report-Guided Contrastive Training,PadChest,In Method,True
Breaking with Fixed Set Pathology Recognition Through Report-Guided Contrastive Training,PadChest,In Table,True
Breaking with Fixed Set Pathology Recognition Through Report-Guided Contrastive Training,MIMIC,In Abstract,True
Breaking with Fixed Set Pathology Recognition Through Report-Guided Contrastive Training,MIMIC,Elsewhere,True
Breaking with Fixed Set Pathology Recognition Through Report-Guided Contrastive Training,MIMIC,In Method,True
Breaking with Fixed Set Pathology Recognition Through Report-Guided Contrastive Training,MIMIC,In Figure,True
Breaking with Fixed Set Pathology Recognition Through Report-Guided Contrastive Training,MIMIC,In Table,True
Learning Underrepresented Classes from Decentralized Partially Labeled Medical Images,ChestX-Ray14,Elsewhere,True
Learning Underrepresented Classes from Decentralized Partially Labeled Medical Images,ChestX-Ray14,In Method,True
Learning Underrepresented Classes from Decentralized Partially Labeled Medical Images,ChestX-Ray14,In Footnote,True
Hetero-Modal Variational Encoder-Decoder for Joint Modality Completion and Segmentation,BRATS,In Abstract,True
Hetero-Modal Variational Encoder-Decoder for Joint Modality Completion and Segmentation,BRATS,In Method,True
A Robust and Effective Approach Towards Accurate Metastasis Detection and pN-stage Classification in Breast Cancer,CAMELYON,In Abstract,True
A Robust and Effective Approach Towards Accurate Metastasis Detection and pN-stage Classification in Breast Cancer,CAMELYON,Elsewhere,True
A Robust and Effective Approach Towards Accurate Metastasis Detection and pN-stage Classification in Breast Cancer,CAMELYON,In Method,True
A Robust and Effective Approach Towards Accurate Metastasis Detection and pN-stage Classification in Breast Cancer,CAMELYON,In Figure,True
A Robust and Effective Approach Towards Accurate Metastasis Detection and pN-stage Classification in Breast Cancer,CAMELYON,In Table,True
PFA-ScanNet: Pyramidal Feature Aggregation with Synergistic Learning for Breast Cancer Metastasis Analysis,CAMELYON,In Abstract,True
PFA-ScanNet: Pyramidal Feature Aggregation with Synergistic Learning for Breast Cancer Metastasis Analysis,CAMELYON,Elsewhere,True
PFA-ScanNet: Pyramidal Feature Aggregation with Synergistic Learning for Breast Cancer Metastasis Analysis,CAMELYON,In Method,True
PFA-ScanNet: Pyramidal Feature Aggregation with Synergistic Learning for Breast Cancer Metastasis Analysis,CAMELYON,In Table,True
PFA-ScanNet: Pyramidal Feature Aggregation with Synergistic Learning for Breast Cancer Metastasis Analysis,CAMELYON,In Footnote,True
Automated Pulmonary Embolism Detection from CTPA Images Using an End-to-End Convolutional Neural Network,LIDC-IDRI,In Method,True
Test-Time Unsupervised Domain Adaptation,BRATS,Elsewhere,True
Phenotypical ontology driven framework for multi-task learning,MIMIC,In Abstract,True
Phenotypical ontology driven framework for multi-task learning,MIMIC,Elsewhere,True
Phenotypical ontology driven framework for multi-task learning,MIMIC,In Method,True
Phenotypical ontology driven framework for multi-task learning,MIMIC,In Figure,True
Unsupervised Brain Anomaly Detection and Segmentation with Transformers,BRATS,In Method,True
Unsupervised Brain Anomaly Detection and Segmentation with Transformers,BRATS,Elsewhere,True
Unsupervised Brain Anomaly Detection and Segmentation with Transformers,BRATS,In Table,True
Supervised Uncertainty Quantification for Segmentation with Multiple Annotations,PROMISE12,In Abstract,True
Supervised Uncertainty Quantification for Segmentation with Multiple Annotations,PROMISE12,Elsewhere,True
Supervised Uncertainty Quantification for Segmentation with Multiple Annotations,LIDC-IDRI,In Abstract,True
Supervised Uncertainty Quantification for Segmentation with Multiple Annotations,LIDC-IDRI,In Method,True
Supervised Uncertainty Quantification for Segmentation with Multiple Annotations,LIDC-IDRI,Elsewhere,True
Supervised Uncertainty Quantification for Segmentation with Multiple Annotations,LIDC-IDRI,In Table,True
4D Semantic Cardiac Magnetic Resonance Image Synthesis on XCAT Anatomical Model,ACDC,In Method,True
4D Semantic Cardiac Magnetic Resonance Image Synthesis on XCAT Anatomical Model,ACDC,Elsewhere,True
4D Semantic Cardiac Magnetic Resonance Image Synthesis on XCAT Anatomical Model,ACDC,In Figure,True
Semi-supervised Meta-learning with Disentanglement for Domain-Generalised Medical Image Segmentation,M&Ms,Elsewhere,True
Semi-supervised Meta-learning with Disentanglement for Domain-Generalised Medical Image Segmentation,M&Ms,In Figure,True
Semi-supervised Meta-learning with Disentanglement for Domain-Generalised Medical Image Segmentation,M&Ms,In Table,True
NAF: Neural Attenuation Fields for Sparse-View CBCT Reconstruction,LIDC-IDRI,In Method,True
Roto-Translation Covariant Convolutional Networks for Medical Image Analysis,DRIVE,In Method,True
NestedFormer: Nested Modality-Aware Transformer for Brain Tumor Segmentation,BRATS,In Abstract,True
NestedFormer: Nested Modality-Aware Transformer for Brain Tumor Segmentation,BRATS,Elsewhere,True
NestedFormer: Nested Modality-Aware Transformer for Brain Tumor Segmentation,BRATS,In Figure,True
NestedFormer: Nested Modality-Aware Transformer for Brain Tumor Segmentation,BRATS,In Table,True
Unsupervised Anomaly Localization Using Variational Auto-Encoders,BRATS,In Method,True
Unsupervised Anomaly Localization Using Variational Auto-Encoders,BRATS,Elsewhere,True
Unsupervised Anomaly Localization Using Variational Auto-Encoders,BRATS,In Figure,True
Unsupervised Anomaly Localization Using Variational Auto-Encoders,BRATS,In Table,True
Learning Joint Shape and Appearance Representations with Metamorphic Auto-Encoders,BRATS,In Method,True
Temporal pointwise convolutional networks for length of stay prediction in the intensive care unit,MIMIC,In Abstract,True
Temporal pointwise convolutional networks for length of stay prediction in the intensive care unit,MIMIC,Elsewhere,True
Temporal pointwise convolutional networks for length of stay prediction in the intensive care unit,MIMIC,In Method,True
Temporal pointwise convolutional networks for length of stay prediction in the intensive care unit,MIMIC,In Figure,True
Temporal pointwise convolutional networks for length of stay prediction in the intensive care unit,MIMIC,In Table,True
Implicit Field Learning for Unsupervised Anomaly Detection in Medical Images,BRATS,In Method,True
Implicit Field Learning for Unsupervised Anomaly Detection in Medical Images,BRATS,In Table,True
CS-Net: Channel and Spatial Attention Network for Curvilinear Structure Segmentation,DRIVE,In Method,True
CS-Net: Channel and Spatial Attention Network for Curvilinear Structure Segmentation,DRIVE,In Table,True
Why Patient Data Cannot Be Easily Forgotten?,ACDC,In Abstract,True
Why Patient Data Cannot Be Easily Forgotten?,ACDC,In Method,True
Why Patient Data Cannot Be Easily Forgotten?,ACDC,Elsewhere,True
Why Patient Data Cannot Be Easily Forgotten?,ACDC,In Figure,True
Domain Aware Medical Image Classifier Interpretation by Counterfactual Impact Analysis,CBIS-DDSM,In Method,True
Domain Aware Medical Image Classifier Interpretation by Counterfactual Impact Analysis,Chexpert,In Method,True
ShapePU: A New PU Learning Framework Regularized by Global Consistency for Scribble Supervised Cardiac Segmentation,ACDC,In Abstract,True
ShapePU: A New PU Learning Framework Regularized by Global Consistency for Scribble Supervised Cardiac Segmentation,ACDC,In Method,True
ShapePU: A New PU Learning Framework Regularized by Global Consistency for Scribble Supervised Cardiac Segmentation,ACDC,In Figure,True
Siamese Encoder-based Spatial-Temporal Mixer for Growth Trend Prediction of Lung Nodules on CT Scans,LIDC-IDRI,In Method,True
Cooperative Training and Latent Space Data Augmentation for Robust Medical Image Segmentation,ACDC,In Method,True
Cooperative Training and Latent Space Data Augmentation for Robust Medical Image Segmentation,ACDC,In Table,True
Cooperative Training and Latent Space Data Augmentation for Robust Medical Image Segmentation,ACDC,In Footnote,True
Cooperative Training and Latent Space Data Augmentation for Robust Medical Image Segmentation,ACDC,Elsewhere,True
Cooperative Training and Latent Space Data Augmentation for Robust Medical Image Segmentation,M&Ms,In Method,True
Cooperative Training and Latent Space Data Augmentation for Robust Medical Image Segmentation,M&Ms,In Table,True
Cooperative Training and Latent Space Data Augmentation for Robust Medical Image Segmentation,M&Ms,In Footnote,True
Unifying Heterogeneous Electronic Health Records Systems via Text-Based Code Embedding,MIMIC,Elsewhere,True
Unifying Heterogeneous Electronic Health Records Systems via Text-Based Code Embedding,MIMIC,In Method,True
Unifying Heterogeneous Electronic Health Records Systems via Text-Based Code Embedding,MIMIC,In Figure,True
Unifying Heterogeneous Electronic Health Records Systems via Text-Based Code Embedding,MIMIC,In Table,True
A Surprisingly Effective Perimeter-based Loss for Medical Image Segmentation,ACDC,Elsewhere,True
A Surprisingly Effective Perimeter-based Loss for Medical Image Segmentation,ACDC,In Method,True
A Surprisingly Effective Perimeter-based Loss for Medical Image Segmentation,ACDC,In Figure,True
A Surprisingly Effective Perimeter-based Loss for Medical Image Segmentation,ACDC,In Table,True
Variationally regularized graph-based representation learning for electronic health records,MIMIC,In Method,True
Variationally regularized graph-based representation learning for electronic health records,MIMIC,Elsewhere,True
Variationally regularized graph-based representation learning for electronic health records,MIMIC,In Table,True
A Partially Reversible U-Net for Memory-Efficient Volumetric Image Segmentation,BRATS,In Abstract,True
A Partially Reversible U-Net for Memory-Efficient Volumetric Image Segmentation,BRATS,Elsewhere,True
A Partially Reversible U-Net for Memory-Efficient Volumetric Image Segmentation,BRATS,In Method,True
A Partially Reversible U-Net for Memory-Efficient Volumetric Image Segmentation,BRATS,In Table,True
The Intrinsic Manifolds of Radiological Images and Their Role in Deep Learning,BRATS,Elsewhere,True
The Intrinsic Manifolds of Radiological Images and Their Role in Deep Learning,BRATS,In Method,True
The Intrinsic Manifolds of Radiological Images and Their Role in Deep Learning,Chexpert,Elsewhere,True
The Intrinsic Manifolds of Radiological Images and Their Role in Deep Learning,Chexpert,In Method,True
Learning Bronchiole-Sensitive Airway Segmentation CNNs by Feature Recalibration and Attention Distillation,LIDC-IDRI,In Method,True
The Power of Proxy Data and Proxy Networks for Hyper-parameter Optimization in Medical Image Segmentation,PROSTATEx,In Abstract,True
The Power of Proxy Data and Proxy Networks for Hyper-parameter Optimization in Medical Image Segmentation,PROSTATEx,In Method,True
The Power of Proxy Data and Proxy Networks for Hyper-parameter Optimization in Medical Image Segmentation,PROSTATEx,In Figure,True
The Power of Proxy Data and Proxy Networks for Hyper-parameter Optimization in Medical Image Segmentation,PROSTATEx,In Table,True
Feedback Graph Attention Convolutional Network for MR Images Enhancement by Exploring Self-Similarity Features,BRATS,Elsewhere,True
Orthogonal Ensemble Networks for Biomedical Image Segmentation,BRATS,Elsewhere,True
Leveraging an Alignment Set in Tackling Instance-Dependent Label Noise,MIMIC,In Abstract,True
Leveraging an Alignment Set in Tackling Instance-Dependent Label Noise,MIMIC,In Method,True
Leveraging an Alignment Set in Tackling Instance-Dependent Label Noise,MIMIC,In Table,True
Leveraging an Alignment Set in Tackling Instance-Dependent Label Noise,MIMIC,Elsewhere,True
Uncertainty Quantification for LDDMM Using a Low-Rank Hessian Approximation,Sunnybrook,In Method,True
Scribble-Based Hierarchical Weakly Supervised Learning for Brain Tumor Segmentation,BRATS,In Abstract,True
Scribble-Based Hierarchical Weakly Supervised Learning for Brain Tumor Segmentation,BRATS,In Method,True
Scribble-Based Hierarchical Weakly Supervised Learning for Brain Tumor Segmentation,BRATS,In Table,True
Degradation-Invariant Enhancement of Fundus Images via Pyramid Constraint Network,DRIVE,In Method,True
Attention Guided Deep Supervision Model for Prostate Segmentation in Multisite Heterogeneous MRI Data,PROMISE12,Elsewhere,True
Attention Guided Deep Supervision Model for Prostate Segmentation in Multisite Heterogeneous MRI Data,PROMISE12,In Method,True
Attention Guided Deep Supervision Model for Prostate Segmentation in Multisite Heterogeneous MRI Data,PROMISE12,In Table,True
Generator Versus Segmentor: Pseudo-healthy Synthesis,BRATS,In Abstract,True
Generator Versus Segmentor: Pseudo-healthy Synthesis,BRATS,In Method,True
Generator Versus Segmentor: Pseudo-healthy Synthesis,BRATS,Elsewhere,True
Embedding Gradient-Based Optimization in Image Registration Networks,M&Ms,In Method,True
Embedding Gradient-Based Optimization in Image Registration Networks,M&Ms,In Figure,True
Diffusion Deformable Model for 4D Temporal Medical Image Generation,ACDC,Elsewhere,True
Diffusion Deformable Model for 4D Temporal Medical Image Generation,ACDC,In Method,True
Joint Modeling of Chest Radiographs and Radiology Reports for Pulmonary Edema Assessment,MIMIC,In Method,True
Multiatlas Calibration of Biophysical Brain Tumor Growth Models with Mass Effect,BRATS,In Method,True
Multiatlas Calibration of Biophysical Brain Tumor Growth Models with Mass Effect,BRATS,In Figure,True
Style Curriculum Learning for Robust Medical Image Segmentation,M&Ms,In Abstract,True
Style Curriculum Learning for Robust Medical Image Segmentation,M&Ms,Elsewhere,True
Style Curriculum Learning for Robust Medical Image Segmentation,M&Ms,In Method,True
Style Curriculum Learning for Robust Medical Image Segmentation,M&Ms,In Table,True
Characterization of Lung Nodule Malignancy Using Hybrid Shape and Appearance Features,LIDC-IDRI,Elsewhere,True
Characterization of Lung Nodule Malignancy Using Hybrid Shape and Appearance Features,LIDC-IDRI,In Method,True
TBraTS: Trusted Brain Tumor Segmentation,BRATS,In Abstract,True
TBraTS: Trusted Brain Tumor Segmentation,BRATS,Elsewhere,True
TBraTS: Trusted Brain Tumor Segmentation,BRATS,In Method,True
TBraTS: Trusted Brain Tumor Segmentation,BRATS,In Figure,True
A Multi-task Network to Detect Junctions in Retinal Vasculature,DRIVE,In Abstract,True
A Multi-task Network to Detect Junctions in Retinal Vasculature,DRIVE,Elsewhere,True
A Multi-task Network to Detect Junctions in Retinal Vasculature,DRIVE,In Method,True
A Multi-task Network to Detect Junctions in Retinal Vasculature,DRIVE,In Figure,True
A Multi-task Network to Detect Junctions in Retinal Vasculature,DRIVE,In Table,True
Fast Unsupervised Brain Anomaly Detection and Segmentation with Diffusion Models,BRATS,In Method,True
On the Applicability of Registration Uncertainty,BRATS,Elsewhere,True
Lesion Segmentation and RECIST Diameter Prediction via Click-Driven Attention and Dual-Path Connection,LIDC-IDRI,In Method,True
Feature Re-calibration Based Multiple Instance Learning for Whole Slide Image Classification,CAMELYON,In Method,True
Feature Re-calibration Based Multiple Instance Learning for Whole Slide Image Classification,CAMELYON,In Table,True
Efficient and Generic Interactive Segmentation Framework to Correct Mispredictions During Clinical Evaluation of Medical Images,BRATS,In Method,True
Efficient and Generic Interactive Segmentation Framework to Correct Mispredictions During Clinical Evaluation of Medical Images,BRATS,Elsewhere,True
Uncertainty-Guided Lung Nodule Segmentation with Feature-Aware Attention,LIDC-IDRI,In Abstract,True
Uncertainty-Guided Lung Nodule Segmentation with Feature-Aware Attention,LIDC-IDRI,Elsewhere,True
Uncertainty-Guided Lung Nodule Segmentation with Feature-Aware Attention,LIDC-IDRI,In Method,True
Uncertainty-Guided Lung Nodule Segmentation with Feature-Aware Attention,LIDC-IDRI,In Figure,True
End-to-end learning of convolutional neural net and dynamic programming for left ventricle segmentation,ACDC,In Method,True
End-to-end learning of convolutional neural net and dynamic programming for left ventricle segmentation,ACDC,In Figure,True
End-to-end learning of convolutional neural net and dynamic programming for left ventricle segmentation,ACDC,In Table,True
End-to-end learning of convolutional neural net and dynamic programming for left ventricle segmentation,ACDC,Elsewhere,True
Automated Labelling using an Attention model for Radiology reports of MRI scans (ALARM),MIMIC,Elsewhere,True
NVUM: Non-volatile Unbiased Memory for Robust Medical Image Classification,Chexpert,In Abstract,True
NVUM: Non-volatile Unbiased Memory for Robust Medical Image Classification,Chexpert,Elsewhere,True
NVUM: Non-volatile Unbiased Memory for Robust Medical Image Classification,Chexpert,In Method,True
NVUM: Non-volatile Unbiased Memory for Robust Medical Image Classification,ChestX-Ray14,In Abstract,True
NVUM: Non-volatile Unbiased Memory for Robust Medical Image Classification,ChestX-Ray14,Elsewhere,True
NVUM: Non-volatile Unbiased Memory for Robust Medical Image Classification,ChestX-Ray14,In Method,True
NVUM: Non-volatile Unbiased Memory for Robust Medical Image Classification,PadChest,In Abstract,True
NVUM: Non-volatile Unbiased Memory for Robust Medical Image Classification,PadChest,Elsewhere,True
NVUM: Non-volatile Unbiased Memory for Robust Medical Image Classification,PadChest,In Method,True
NVUM: Non-volatile Unbiased Memory for Robust Medical Image Classification,PadChest,In Table,True
Assessing the Performance of Automated Prediction and Ranking of Patient Age from Chest X-rays Against Clinicians,Chexpert,Elsewhere,True
Tailoring automated data augmentation to H&E-stained histopathology,CAMELYON,In Abstract,True
Tailoring automated data augmentation to H&E-stained histopathology,CAMELYON,Elsewhere,True
Tailoring automated data augmentation to H&E-stained histopathology,CAMELYON,In Method,True
Globally Optimal Curvature-Regularized Fast Marching for Vessel Segmentation,DRIVE,In Method,True
Globally Optimal Curvature-Regularized Fast Marching for Vessel Segmentation,DRIVE,In Figure,True
Improving Generalizability in Limited-Angle CT Reconstruction with Sinogram Extrapolation,LIDC-IDRI,In Abstract,True
Improving Generalizability in Limited-Angle CT Reconstruction with Sinogram Extrapolation,LIDC-IDRI,Elsewhere,True
Improving Generalizability in Limited-Angle CT Reconstruction with Sinogram Extrapolation,LIDC-IDRI,In Method,True
Improving Generalizability in Limited-Angle CT Reconstruction with Sinogram Extrapolation,LIDC-IDRI,In Table,True
Exploring Smoothness and Class-Separation for Semi-supervised Medical Image Segmentation,ACDC,In Abstract,True
Exploring Smoothness and Class-Separation for Semi-supervised Medical Image Segmentation,ACDC,Elsewhere,True
Exploring Smoothness and Class-Separation for Semi-supervised Medical Image Segmentation,ACDC,In Method,True
Exploring Smoothness and Class-Separation for Semi-supervised Medical Image Segmentation,ACDC,In Figure,True
Exploring Smoothness and Class-Separation for Semi-supervised Medical Image Segmentation,ACDC,In Table,True
Segmenting Potentially Cancerous Areas in Prostate Biopsies using Semi-Automatically Annotated Data,CAMELYON,In Abstract,True
Segmenting Potentially Cancerous Areas in Prostate Biopsies using Semi-Automatically Annotated Data,CAMELYON,Elsewhere,True
Nodule2vec: A 3D Deep Learning System for Pulmonary Nodule Retrieval Using Semantic Representation,LIDC-IDRI,In Abstract,True
Nodule2vec: A 3D Deep Learning System for Pulmonary Nodule Retrieval Using Semantic Representation,LIDC-IDRI,Elsewhere,True
Nodule2vec: A 3D Deep Learning System for Pulmonary Nodule Retrieval Using Semantic Representation,LIDC-IDRI,In Method,True
Weakly Supervised Brain Lesion Segmentation via Attentional Representation Learning,BRATS,In Abstract,True
Weakly Supervised Brain Lesion Segmentation via Attentional Representation Learning,BRATS,Elsewhere,True
Weakly Supervised Brain Lesion Segmentation via Attentional Representation Learning,BRATS,In Method,True
Weakly Supervised Brain Lesion Segmentation via Attentional Representation Learning,BRATS,In Figure,True
Weakly Supervised Brain Lesion Segmentation via Attentional Representation Learning,BRATS,In Table,True
Uncertainty-Aware Text-to-Program for Question Answering on Structured Electronic Health Records,MIMIC,Elsewhere,True
Uncertainty-Aware Text-to-Program for Question Answering on Structured Electronic Health Records,MIMIC,In Method,True
Pristine Annotations-Based Multi-modal Trained Artificial Intelligence Solution to Triage Chest X-Ray for COVID-19,PadChest,Elsewhere,True
Imbalance-Aware Self-supervised Learning for 3D Radiomic Representations,BRATS,In Method,True
Imbalance-Aware Self-supervised Learning for 3D Radiomic Representations,BRATS,Elsewhere,True
Imbalance-Aware Self-supervised Learning for 3D Radiomic Representations,BRATS,In Figure,True
Imbalance-Aware Self-supervised Learning for 3D Radiomic Representations,BRATS,In Table,True
Splines for Diffeomorphic Image Regression,Sunnybrook,In Method,True
A Learnable Variational Model for Joint Multimodal MRI Reconstruction and Synthesis,BRATS,In Method,True
Token Imbalance Adaptation for Radiology Report Generation,Chexpert,In Method,True
Token Imbalance Adaptation for Radiology Report Generation,MIMIC,In Abstract,True
Token Imbalance Adaptation for Radiology Report Generation,MIMIC,Elsewhere,True
Token Imbalance Adaptation for Radiology Report Generation,MIMIC,In Method,True
Token Imbalance Adaptation for Radiology Report Generation,MIMIC,In Table,True
Controllable Cardiac Synthesis via Disentangled Anatomy Arithmetic,ACDC,In Method,True
Controllable Cardiac Synthesis via Disentangled Anatomy Arithmetic,ACDC,In Figure,True
Controllable Cardiac Synthesis via Disentangled Anatomy Arithmetic,ACDC,In Table,True
Controllable Cardiac Synthesis via Disentangled Anatomy Arithmetic,M&Ms,In Method,True
Controllable Cardiac Synthesis via Disentangled Anatomy Arithmetic,M&Ms,In Figure,True
Controllable Cardiac Synthesis via Disentangled Anatomy Arithmetic,M&Ms,In Table,True
A Medical Semantic-Assisted Transformer for Radiographic Report Generation,MIMIC,In Abstract,True
A Medical Semantic-Assisted Transformer for Radiographic Report Generation,MIMIC,Elsewhere,True
A Medical Semantic-Assisted Transformer for Radiographic Report Generation,MIMIC,In Method,True
A Medical Semantic-Assisted Transformer for Radiographic Report Generation,MIMIC,In Table,True
Large-Scale Study of Temporal Shift in Health Insurance Claims,MIMIC,In Figure,True
Multi-view Analysis of Unregistered Medical Images Using Cross-View Transformers,CBIS-DDSM,Elsewhere,True
Multi-view Analysis of Unregistered Medical Images Using Cross-View Transformers,CBIS-DDSM,In Method,True
Multi-view Analysis of Unregistered Medical Images Using Cross-View Transformers,CBIS-DDSM,In Table,True
Multi-view Analysis of Unregistered Medical Images Using Cross-View Transformers,Chexpert,Elsewhere,True
Multi-view Analysis of Unregistered Medical Images Using Cross-View Transformers,Chexpert,In Method,True
Multi-view Analysis of Unregistered Medical Images Using Cross-View Transformers,Chexpert,In Table,True
OptTTA: Learnable Test-Time Augmentation for Source-Free Medical Image Segmentation Under Domain Shift,M&Ms,In Method,True
OptTTA: Learnable Test-Time Augmentation for Source-Free Medical Image Segmentation Under Domain Shift,M&Ms,Elsewhere,True
OptTTA: Learnable Test-Time Augmentation for Source-Free Medical Image Segmentation Under Domain Shift,PROMISE12,Elsewhere,True
Mutual information deep regularization for semi-supervised segmentation,ACDC,In Method,True
Mutual information deep regularization for semi-supervised segmentation,ACDC,Elsewhere,True
Mutual information deep regularization for semi-supervised segmentation,ACDC,In Figure,True
Mutual information deep regularization for semi-supervised segmentation,ACDC,In Table,True
MIMIC-Extract,MIMIC,In Abstract,True
MIMIC-Extract,MIMIC,Elsewhere,True
MIMIC-Extract,MIMIC,In Method,True
MIMIC-Extract,MIMIC,In Figure,True
MIMIC-Extract,MIMIC,In Table,True
MIMIC-Extract,MIMIC,In Footnote,True
ICA-UNet: ICA Inspired Statistical UNet for Real-Time 3D Cardiac Cine MRI Segmentation,ACDC,In Abstract,True
ICA-UNet: ICA Inspired Statistical UNet for Real-Time 3D Cardiac Cine MRI Segmentation,ACDC,In Method,True
ICA-UNet: ICA Inspired Statistical UNet for Real-Time 3D Cardiac Cine MRI Segmentation,ACDC,In Table,True
Cluster-to-Conquer: A Framework for End-to-End Multi-Instance Learning for Whole Slide Image Classification,CAMELYON,In Method,True
The Dice Loss in the Context of Missing or Empty Labels: Introducing $$\varPhi $$ and $$\epsilon $$,ACDC,In Method,True
The Dice Loss in the Context of Missing or Empty Labels: Introducing $$\varPhi $$ and $$\epsilon $$,ACDC,In Figure,True
The Dice Loss in the Context of Missing or Empty Labels: Introducing $$\varPhi $$ and $$\epsilon $$,ACDC,In Table,True
The Dice Loss in the Context of Missing or Empty Labels: Introducing $$\varPhi $$ and $$\epsilon $$,BRATS,In Method,True
The Dice Loss in the Context of Missing or Empty Labels: Introducing $$\varPhi $$ and $$\epsilon $$,BRATS,In Figure,True
The Dice Loss in the Context of Missing or Empty Labels: Introducing $$\varPhi $$ and $$\epsilon $$,BRATS,In Table,True
Benchmarking the Robustness of Deep Neural Networks to Common Corruptions in Digital Pathology,CAMELYON,In Method,True
RATCHET: Medical Transformer for Chest X-ray Diagnosis and Reporting,Chexpert,In Method,True
RATCHET: Medical Transformer for Chest X-ray Diagnosis and Reporting,MIMIC,In Method,True
MaxStyle: Adversarial Style Composition for Robust Medical Image Segmentation,ACDC,In Method,True
MaxStyle: Adversarial Style Composition for Robust Medical Image Segmentation,ACDC,In Figure,True
MaxStyle: Adversarial Style Composition for Robust Medical Image Segmentation,ACDC,In Table,True
MaxStyle: Adversarial Style Composition for Robust Medical Image Segmentation,M&Ms,In Method,True
MaxStyle: Adversarial Style Composition for Robust Medical Image Segmentation,M&Ms,In Table,True
MaxStyle: Adversarial Style Composition for Robust Medical Image Segmentation,PROMISE12,Elsewhere,True
MAC-ReconNet: A Multiple Acquisition Context based Convolutional Neural Network for MR Image Reconstruction using Dynamic Weight Prediction,ACDC,In Figure,True
Scribble-Supervised Medical Image Segmentation via Dual-Branch Network and Dynamically Mixed Pseudo Labels Supervision,ACDC,In Abstract,True
Scribble-Supervised Medical Image Segmentation via Dual-Branch Network and Dynamically Mixed Pseudo Labels Supervision,ACDC,Elsewhere,True
Scribble-Supervised Medical Image Segmentation via Dual-Branch Network and Dynamically Mixed Pseudo Labels Supervision,ACDC,In Method,True
Scribble-Supervised Medical Image Segmentation via Dual-Branch Network and Dynamically Mixed Pseudo Labels Supervision,ACDC,In Table,True
Scribble-Supervised Medical Image Segmentation via Dual-Branch Network and Dynamically Mixed Pseudo Labels Supervision,ACDC,In Footnote,True
Study Group Learning: Improving Retinal Vessel Segmentation Trained with Noisy Labels,DRIVE,In Abstract,True
Study Group Learning: Improving Retinal Vessel Segmentation Trained with Noisy Labels,DRIVE,In Method,True
