name,ACDC,sunnybrook,STACOM’11,RVSC,M&Ms,BRATS,PROMISE12,LIDC-IDRI,DRIVE,CBIS-DDSM,Chexpert,ChestX-Ray14,PadChest,MIMIC,VinDr-CXR,PAD-UFES-20,CAMELYON,CADDementia,MRNet,PROSTATEx
Multi-atlas Based Simultaneous Labeling of Longitudinal Dynamic Cortical Surfaces in Infants.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Leveraging Random Forests for Interactive Exploration of Large Histological Images.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Right Ventricle Segmentation with Probability Product Kernel Constraints.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Robust Multi-modal MR Image Synthesis.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Multi-section Continuum Robot for Endoscopic Surgical Clipping of Intracranial Aneurysms.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Initialize Globally Before Acting Locally: Enabling Landmark-Free 3D US to MRI Registration.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Robust GM WM Segmentation of the Spinal Cord with Iterative Non-local Statistical Fusion.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tracking by Weakly-Supervised Learning and Graph Optimization for Whole-Embryo C. elegans lineages.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep Learning Based Registration Using Spatial Gradients and Noisy Segmentation Labels.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Training Multi-organ Segmentation Networks with Sample Selection by Relaxed Upper Confident Bound.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CAD-RADS Scoring using Deep Learning and Task-Specific Centerline Labeling.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Automatic Classification of Cochlear Implant Electrode Cavity Positioning.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Randomized Denoising Autoencoders for Smaller and Efficient Imaging Based AD Clinical Trials.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cardiac MRI Segmentation with Strong Anatomical Guarantees.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deidentification of free-text medical records using pre-trained bidirectional transformers.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Population-Shrinkage of Covariance to Estimate Better Brain Functional Connectivity.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ultrasound Video Summarization Using Deep Reinforcement Learning.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Novel Total Variation Based Noninvasive Transmural Electrophysiological Imaging.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Learning without Labeling: Domain Adaptation for Ultrasound Transducer Localization.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
XQ-NLM: Denoising Diffusion MRI Data via x-q Space Non-local Patch Matching.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Clinical Relevance Score for Guided Trauma Injury Pattern Discovery with Weakly Supervised $β$-VAE.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Supervised Feature Learning for Curvilinear Structure Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ACE-Net: Biomedical Image Segmentation with Augmented Contracting and Expansive Paths.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Accessible Digital Ophthalmoscopy Based on Liquid-Lens Technology.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Multi-stage Thresholded Region Classification for Whole-Body PET-CT Lymphoma Studies.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Scale-Adaptive Forest Training via an Efficient Feature Sampling Scheme.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Grading Loss: A Fracture Grade-Based Metric Loss for Vertebral Fracture Detection.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Surprisingly Effective Perimeter-based Loss for Medical Image Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
An Attention-Guided Deep Regression Model for Landmark Detection in Cephalograms.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Quantifying Microstructure in Fiber Crossings with Diffusional Kurtosis.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Who Is Talking to Whom: Synaptic Partner Detection in Anisotropic Volumes of Insect Brain.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Example-Based Restoration of High-Resolution Magnetic Resonance Image Acquisitions.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Joint Optimization of Hadamard Sensing and Reconstruction in Compressed Sensing Fluorescence Microscopy.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Segmentation of Multiple Knee Bones from CT for Orthopedic Knee Surgery Planning.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Elastic Registration of Single Subject Task Based fMRI Signals.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vascular Surface Segmentation for Intracranial Aneurysm Isolation and Quantification.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Reveal Consistent Spatial-Temporal Patterns from Dynamic Functional Connectivity for Autism Spectrum Disorder Identification.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Evidence Fusion with Contextual Discounting for Multi-modality Medical Image Segmentation.,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gray Matter Surface Based Spatial Statistics (GS-BSS) in Diffusion Microstructure.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
On the Pitfalls of Using the Residual Error as Anomaly Score.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Higher-Order Flux with Spherical Harmonics Transform for Vascular Analysis.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Adaption of 3D Models to 2D X-Ray Images during Endovascular Abdominal Aneurysm Repair.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Efficient Reconstruction-Based Optic Cup Localization for Glaucoma Screening.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Automatic Radiology Report Generation Based on Multi-view Image Fusion and Medical Concept Enrichment.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Boundary-Assisted Region Proposal Networks for Nucleus Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Comprehensive Study of Modern Architectures and Regularization Approaches on CheXpert5000.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
T 2-Relaxometry for Myelin Water Fraction Extraction Using Wald Distribution and Extended Phase Graph.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Model Criticism for Regression on the Grassmannian.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Learning to Avoid Poor Images: Towards Task-aware C-arm Cone-beam CT Trajectories.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Towards Whole Placenta Segmentation at Late Gestation Using Multi-view Ultrasound Images.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep Reinforcement Learning Based System for Intraoperative  Hyperspectral Video Autofocusing.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep Generative Model-Based Quality Control for Cardiac MRI Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Interventional Digital Tomosynthesis from a Standard Fluoroscopy System Using 2D-3D Registration.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lung Segmentation from CT with Severe Pathologies Using Anatomical Constraints.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Missing Values and Imputation in Healthcare Data: Can Interpretable Machine Learning Help?.,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Self-Supervised Learning for Cardiac MR Image Segmentation by Anatomical Position Prediction.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Model-Based Refinement of Nonlinear Registrations in 3D Histology Reconstruction.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Brain Tumor Segmentation with Missing Modalities via Latent Multi-source Correlation Representation.,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Joint Reconstruction and Segmentation of 7T-like MR Images from 3T MRI Based on Cascaded Convolutional Neural Networks.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Efficient Groupwise Registration of MR Brain Images via Hierarchical Graph Set Shrinkage.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Hybrid of Deep Network and Hidden Markov Model for MCI Identification with Resting-State fMRI.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep Iterative 2D 3D Registration.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Adaptive Feature Recombination and Recalibration for Semantic Segmentation: Application to Brain Tumor Segmentation in MRI.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Case of Missed Cancers: Applying AI as a Radiologist’s Safety Net.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Endoscopic Depth Measurement and Super-Spectral-Resolution Imaging.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep Retinal Image Understanding.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Efficient Active Learning for Image Classification and Segmentation Using a Sample Selection and Conditional Generative Adversarial Network.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mapping Brains on Grids of Features for Schizophrenia Analysis.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Estimation of a Multi-fascicle Model from Single B-Value Data with a Population-Informed Prior.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Free Lunch for Surgical Video Understanding by Distilling Self-supervisions.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pictorial Structures on RGB-D Images for Human Pose Estimation in the Operating Room.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Joint Segmentation and CT Synthesis for MRI-only Radiotherapy Treatment Planning.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FocusNet: Imbalanced Large and Small Organ Segmentation with an End-to-End Deep Neural Network for Head and Neck CT Images.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Relational Subsets Knowledge Distillation for Long-Tailed Retinal Diseases Recognition.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Tensor-Based Population Value Decomposition to Explain Rectal Toxicity after Prostate Cancer Radiotherapy.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
How Distance Transform Maps Boost Segmentation CNNs: An Empirical Study.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Random Walks with Efficient Search and Contextually Adapted Image Similarity for Deformable Registration.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Probabilistic Multilayer Regularization Network for Unsupervised 3D Brain Image Registration.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Boosting Hand-Crafted Features for Curvilinear Structure Segmentation by Learning Context Filters.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Analysis of Morphological Changes of Lamina Cribrosa Under Acute Intraocular Pressure Change.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep Multimodal Guidance for Medical Image Classification.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sample Size Estimation for Outlier Detection.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Spectral Graph Convolutions for Population-Based Disease Prediction.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RT-DNAS: Real-Time Constrained Differentiable Neural Architecture Search for 3D Cardiac Cine MRI Segmentation.,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep Learning from Label Proportions for Emphysema Quantification.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tumor-Aware Adversarial Domain Adaptation from CT to MRI for Lung Cancer Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sparse Appearance Learning Based Automatic Coronary Sinus Segmentation in CTA.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
XCAT-GAN for Synthesizing 3D Consistent Labeled Cardiac MR Images on Anatomically Variable XCAT Phantoms.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Inferring the 3D Standing Spine Posture from 2D Radiographs.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Unsupervised Contrastive Learning of Image Representations from Ultrasound Videos with Hard Negative Mining.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Large-Scale Collaborative Imaging Genetics Studies of Risk Genetic Factors for Alzheimer’s Disease Across Multiple Institutions.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Self-supervised 3D Anatomy Segmentation Using Self-distilled Masked Image Transformer (SMIT).,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
VS-Net: Variable Splitting Network for Accelerated Parallel MRI Reconstruction.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Multi-scale Microaneurysms Segmentation Using Embedding Triplet Loss.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TorchXRayVision: A library of chest X-ray datasets and models.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Style Curriculum Learning for Robust Medical Image Segmentation.,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
End-to-end Ultrasound Frame to Volume Registration.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Recurrent Neural Networks for Aortic Image Sequence Segmentation with Sparse Annotations.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Decision Support for Intoxication Prediction Using Graph Convolutional Networks.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Identification of Abnormal Circuit Dynamics in Major Depressive Disorder via Multiscale Neural Modeling of Resting-State fMRI.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Adversarial Similarity Network for Evaluating Image Alignment in Deep Learning Based Registration.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Registration of Free-Breathing 3D+t Abdominal Perfusion CT Images via Co-segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Less is More: Adaptive Curriculum Learning for Thyroid Nodule Diagnosis.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cell Detection from Imperfect Annotation by Pseudo Label Selection Using P-classification.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Transfer Learning for Domain Adaptation in MRI: Application in Brain Lesion Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Segmentation of the Left Ventricle Using Distance Regularized Two-Layer Level Set Approach.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
EchoCP: An Echocardiography Dataset in Contrast Transthoracic Echocardiography for Patent Foramen Ovale Diagnosis.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2D 3D Registration of TEE Probe from Two Non-orthogonal C-Arm Directions.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Weakly Supervised Representation Learning for Endomicroscopy Image Analysis.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Region-of-Interest Guided Supervoxel Inpainting for Self-supervision.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Learning with Multitask Adversaries using Weakly Labelled Data for Semantic Segmentation in Retinal Images.,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Collecting data when missingness is unknown: a method for improving model performance given under-reporting in patient populations.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mixed Reality and Deep Learning for External Ventricular Drainage Placement: A Fast and Automatic Workflow for Emergency Treatments.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A System for MR-Ultrasound Guidance during Robot-Assisted Laparoscopic Radical Prostatectomy.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RATCHET: Medical Transformer for Chest X-ray Diagnosis and Reporting.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Learning Shape Distributions from Large Databases of Healthy Organs: Applications to Zero-Shot and Few-Shot Abnormal Pancreas Detection.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4D Semantic Cardiac Magnetic Resonance Image Synthesis on XCAT Anatomical Model.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lesion-Based Contrastive Learning for Diabetic Retinopathy Grading from Fundus Images.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Learning Hybrid Representations for Automatic 3D Vessel Centerline Extraction.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Content-Preserving Unpaired Translation from Simulated to Realistic Ultrasound Images.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Endo-Sim2Real: Consistency Learning-Based Domain Adaptation for Instrument Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Geometric-Feature-Based Spectral Graph Matching in Pharyngeal Surface Registration.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Unsupervised Domain Adaptation with Contrastive Learning for OCT Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Learning Cross-Modal Deep Representations for Multi-Modal MR Image Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Multi-frame Collaboration for Effective Endoscopic Video Polyp Detection via Spatial-Temporal Feature Transformation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LambdaUNet: 2.5D Stroke Lesion Segmentation of Diffusion-Weighted MR Images.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consistency-Based Semi-supervised Evidential Active Learning for Diagnostic Radiograph Classification.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Uncertainty-Guided Progressive GANs for Medical Image Translation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Estimating Model Performance Under Domain Shifts with Class-Specific Confidence Scores.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Unsupervised Brain Anomaly Detection and Segmentation with Transformers.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bounding Box Tightness Prior for Weakly Supervised Image Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Multi-scale Neural ODEs for 3D Medical Image Registration.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Neural Annotation Refinement: Development of a New 3D Dataset for Adrenal Gland Analysis.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Multi-Level Parcellation of the Cerebral Cortex Using Resting-State fMRI.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3D U$$^2$$-Net: A 3D Universal U-Net for Multi-domain Medical Image Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Denoising PET Images Using Singular Value Thresholding and Stein’s Unbiased Risk Estimate.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GANDALF: Generative Adversarial Networks with Discriminator-Adaptive Loss Fine-Tuning for Alzheimer’s Disease Diagnosis from MRI.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
InDuDoNet: An Interpretable Dual Domain Network for CT Metal Artifact Reduction.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tissue-Specific Sparse Deconvolution for Low-Dose CT Perfusion.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep Multi-structural Shape Analysis: Application to Neuroanatomy.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Transfer Learning of Deep Spatiotemporal Networks to Model Arbitrarily Long Videos of Seizures.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bayesian Joint Detection-Estimation of Cerebral Vasoreactivity from ASL fMRI Data.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Registration of a Validated Mechanical Atlas of Middle Ear for Surgical Simulation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Adversarial Consistency for Single Domain Generalization in Medical Image Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SegNAS3D: Network Architecture Search with Derivative-Free Global Optimization for 3D Image Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Beyond Classification: Whole Slide Tissue Histopathology Analysis By End-To-End Part Learning.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vito – A Generic Agent for Multi-physics Model Personalization: Application to Heart Modeling.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep Attentive Wasserstein Generative Adversarial Networks for MRI Reconstruction with Recurrent Context-Awareness.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Genus-One Surface Registration via Teichmüller Extremal Mapping.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Roto-Translation Covariant Convolutional Networks for Medical Image Analysis.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Adaptive Image-Feature Learning for Disease Classification Using Inductive Graph Networks.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fast Background Removal in 3D Fluorescence Microscopy Images Using One-Class Learning.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Divide-and-Rule: Self-Supervised Learning for Survival Analysis in Colorectal Cancer.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Longitudinal Image Registration with Temporal-Order and Subject-Specificity Discrimination.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POPCORN: Progressive Pseudo-Labeling with Consistency Regularization and Neighboring.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Particle-Guided Image Registration.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CataNet: Predicting Remaining Cataract Surgery Duration.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Weakly-supervised learning for image-based classification of primary melanomas into genomic immune subgroups.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Stochastic Deep Compressive Sensing for the Reconstruction of Diffusion Tensor Cardiac MRI.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
AnatomyGen: Deep Anatomy Generation From Dense Representation With Applications in Mandible Synthesis.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Order-Guided Disentangled Representation Learning for Ulcerative Colitis Classification with Limited Labels.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Domain Adaptive Relational Reasoning for 3D Multi-organ Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Inertial Measurements for Motion Compensation in Weight-Bearing Cone-Beam CT of the Knee.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Domain Adaptive Nuclei Instance Segmentation and Classification via Category-Aware Feature Alignment and Pseudo-Labelling.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Attention-Guided Quality Assessment for Automated Cryo-EM Grid Screening.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
q-Space Upsampling Using x-q Space Regularization.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cross-Modality Multi-atlas Segmentation Using Deep Neural Networks.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CheXseg: Combining Expert Annotations with DNN-generated Saliency Maps for X-ray Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Joint Segmentation of 3D Femoral Lumen and Outer Wall Surfaces from MR Images.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Uncertainty in Multitask Learning: Joint Representations for Probabilistic MR-only Radiotherapy Planning.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Accurate Bone Segmentation in 2D Radiographs Using Fully Automatic Shape Model Matching Based On Regression-Voting.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Divide-and-Conquer Approach Towards Understanding Deep Networks.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Validation of Catheter Segmentation for MR-Guided Gynecologic Cancer Brachytherapy.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Physiology-Based Simulation of the Retinal Vasculature Enables Annotation-Free Segmentation of OCT Angiographs.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Deep Learning Architecture for Image Representation Visual Interpretability and Automated Basal-Cell Carcinoma Cancer Detection.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Learning the Correlation Between Images and Disease Labels Using Ambiguous Learning.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Multiple Sclerosis Lesion Segmentation Using Dictionary Learning and Sparse Coding.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Non-local Atlas-guided Multi-channel Forest Learning for Human Brain Labeling.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Multi-phase Liver Tumor Segmentation with Spatial Aggregation and Uncertain Region Inpainting.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
