doi,name,ACDC,sunnybrook,STACOM’11,RVSC,M&Ms,BRATS,PROMISE12,LIDC-IDRI,DRIVE,CBIS-DDSM
10.1007/978-3-030-32239-7_33,Triple ANet: Adaptive Abnormal-aware Attention Network for WCE Image Classification,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_87,Decoding Brain Functional Connectivity Implicated in AD and MCI,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32239-7_70,GAN-Based Image Enrichment in Digital Pathology Boosts Segmentation Accuracy,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_85,Semi-supervised Learning by Disentangling and Self-ensembling over Stochastic Latent Space,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32251-9_54,Multi Scale Curriculum CNN for Context-Aware Breast MRI Malignancy Classification,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32239-7_74,ConCORDe-Net: Cell Count Regularized Convolutional Neural Network for Cell Detection in Multiplex Immunohistochemistry Images,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_54,Hierarchical Parcellation of the Cerebellum,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32245-8_83,Quality Control-Driven Image Segmentation Towards Reliable Automatic Image Analysis in Large-Scale Cardiovascular Magnetic Resonance Aortic Cine Imaging,True,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_61,Learning-Based X-Ray Image Denoising Utilizing Model-Based Image Simulations,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32239-7_44,Cell Tracking with Deep Learning for Cell Detection and Motion Estimation in Low-Frame-Rate,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32239-7_14,Fully Convolutional Boundary Regression for Retina OCT Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_16,DPA-DenseBiasNet: Semi-supervised 3D Fine Renal Artery Segmentation with Dense Biased Network and Deep Priori Anatomy,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32239-7_87,DME-Net: Diabetic Macular Edema Grading by Auxiliary Task Learning,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_6,Closing the Gap Between Deep and Conventional Image Registration Using Probabilistic Dense Displacement Networks,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_29,mlVIRNET: Multilevel Variational Image Registration Network,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_59,Reconstructing High-Quality Diffusion MRI Data from Orthogonal Slice-Undersampled Data Using Graph Convolutional Neural Networks,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32251-9_7,Hierarchical Multi-geodesic Model for Longitudinal Analysis of Temporal Trajectories of Anatomical Shape and Covariates,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_11,RinQ Fingerprinting: Recurrence-Informed Quantile Networks for Magnetic Resonance Fingerprinting,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32245-8_12,Dual Adaptive Pyramid Network for Cross-Stain Histopathology Image Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32251-9_17,Deep Granular Feature-Label Distribution Learning for Neuroimaging-Based Infant Age Prediction,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32245-8_45,Conditional Segmentation in Lieu of Image Registration,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32245-8_43,Dual-Stream Pyramid Registration Network,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32245-8_16,Supervised Uncertainty Quantification for Segmentation with Multiple Annotations,False,False,False,False,False,False,False,True,False,False
10.1007/978-3-030-32239-7_68,Evidence Localization for Pathology Images Using Weakly Supervised Learning,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_31,Brain Segmentation from k-Space with End-to-End Recurrent Attention Network,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32251-9_10,Multi-view Graph Matching of Cortical Landmarks,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32245-8_33,3D U$$^2$$-Net: A 3D Universal U-Net for Multi-domain Medical Image Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_18,CoCa-GAN: Common-Feature-Learning-Based Context-Aware Generative Adversarial Network for Glioma Grading,False,False,False,False,False,True,False,False,False,False
10.1007/978-3-030-32251-9_84,Arterial Spin Labeling Images Synthesis via Locally-Constrained WGAN-GP Ensemble,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32251-9_6,Fast Polynomial Approximation to Heat Diffusion in Manifolds,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_77,Integrating Functional and Structural Connectivities via Diffusion-Convolution-Bilinear Neural Network,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32254-0_55,Achieving Accurate Segmentation of Nasopharyngeal Carcinoma in MR Images Through Recurrent Attention,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_15,ImHistNet: Learnable Image Histogram Based DNN with Application to Noninvasive Determination of Carcinoma Grades in CT Scans,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_61,Probing Brain Micro-architecture by Orientation Distribution Invariant Identification of Diffusion Compartments,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_62,Characterizing Non-Gaussian Diffusion in Heterogeneously Oriented Tissue Microenvironments,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_27,High Resolution Medical Image Segmentation Using Data-Swapping Method,False,False,False,False,False,True,False,False,False,False
10.1007/978-3-030-32239-7_45,Accelerated ML-Assisted Tumor Detection in High-Resolution Histopathology Images,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32254-0_46,Learning Where to Look While Tracking Instruments in Robot-Assisted Surgery,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32254-0_73,Echocardiography Segmentation by Quality Translation Using Anatomically Constrained CycleGAN,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32251-9_59,Improving Uncertainty Estimation in Convolutional Neural Networks Using Inter-rater Agreement,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_46,PRSNet: Part Relation and Selection Network for Bone Age Assessment,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_20,Scribble-Based Hierarchical Weakly Supervised Learning for Brain Tumor Segmentation,False,False,False,False,False,True,False,False,False,False
10.1007/978-3-030-32245-8_13,HD-Net: Hybrid Discriminative Network for Prostate Segmentation in MR Images,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_63,Cone-Beam Computed Tomography (CBCT) Segmentation by Adversarial Learning Domain Adaptation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_25,Integrating Cross-modality Hallucinated MRI with CT to Aid Mediastinal Lung Tumor Segmentation,False,False,False,False,False,True,False,False,False,False
10.1007/978-3-030-32226-7_89,Synthesize Mammogram from Digital Breast Tomosynthesis with Gradient Guided cGANs,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32245-8_92,Early Development of Infant Brain Complex Network,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32251-9_68,Dynamic Routing Capsule Networks for Mild Cognitive Impairment Diagnosis,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_77,Medical-based Deep Curriculum Learning for Improved Fracture Classification,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32254-0_49,Incorporating Temporal Prior from Motion Flow for Instrument Segmentation in Minimally Invasive Surgery Video,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32245-8_21,Accurate Esophageal Gross Tumor Volume Segmentation in PET/CT Using Two-Stream Chained 3D Deep Network Fusion,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_67,Deep Esophageal Clinical Target Volume Delineation Using Encoded 3D Spatial Context of Tumors Lymph Nodes and Organs At Risk,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_75,A Matched Filter Decomposition of fMRI into Resting and Task Components,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_44,Permutohedral Attention Module for Efficient Non-local Neural Networks,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32251-9_62,Similarity Steered Generative Adversarial Network and Adaptive Transfer Learning for Malignancy Characterization of Hepatocellualr Carcinoma,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32251-9_19,Unified Modeling of Imputation Forecasting and Prediction for AD Progression,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32245-8_6,Assessing Reliability and Challenges of Uncertainty Estimations for Medical Image Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32254-0_8,Semi-autonomous Robotic Anastomoses of Vaginal Cuffs Using Marker Enhanced 3D Imaging and Path Planning,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_84,A Deep Learning Framework for Noise Component Detection from Resting-State Functional MRI,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32254-0_59,Gastric Cancer Detection from Endoscopic Images Using Synthesis by GAN,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32239-7_78,Nuclei Segmentation in Histopathological Images Using Two-Stage Learning,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_57,A Soft STAPLE Algorithm Combined with Anatomical Knowledge,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_9,Single Image Based Reconstruction of High Field-Like MR Images,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32251-9_14,Graph Convolution Based Attention Model for Personalized Disease Prediction,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32245-8_63,Curriculum Semi-supervised Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_88,Learning Interpretable Features via Adversarially Robust Optimization,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_36,Generative Adversarial Network for Segmentation of Motion Affected Neonatal Brain MRI,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32254-0_69,Deep Learning-Based Universal Beamformer for Ultrasound Imaging,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32245-8_8,Extreme Points Derived Confidence Map as a Cue for Class-Agnostic Interactive Segmentation Using Deep Neural Network,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_8,PAN: Projective Adversarial Network for Medical Image Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_25,Scalable Neural Architecture Search for 3D Medical Image Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_19,Unsupervised Deformable Image Registration Using Cycle-Consistent CNN,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32254-0_38,A New Approach of Predicting Facial Changes Following Orthognathic Surgery Using Realistic Lip Sliding Effect,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32254-0_23,Virtual Cardiac Surgical Planning Through Hemodynamics Simulation and Design Optimization of Fontan Grafts,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_80,Revealing Functional Connectivity by Learning Graph Laplacian,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_81,Constructing Multi-scale Connectome Atlas by Learning Graph Laplacian of Common Network,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32254-0_19,Free-View 3D Gaze-Guided Robotic Scrub Nurse,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32245-8_82,Fourier Spectral Dynamic Data Assimilation: Interlacing CFD with 4D Flow MRI,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32245-8_54,Harmonic Balance Techniques in Cardiovascular Fluid Mechanics,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32239-7_69,Nuclear Instance Segmentation Using a Proposal-Free Spatially Aware Deep Learning Framework,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_69,Multi-task Localization and Segmentation for X-Ray Guided Planning in Knee Surgery,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32254-0_22,Simulation of Balloon-Expandable Coronary Stent Apposition with Plastic Beam Elements,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_95,Automated Infarct Segmentation from Follow-up Non-Contrast CT Scans in Patients with Acute Ischemic Stroke Using Dense Multi-Path Contextual Generative Adversarial Network,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32239-7_19,Deep Multi-label Classification in Affine Subspaces,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32239-7_29,Fused Detection of Retinal Biomarkers in OCT Volumes,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_94,Siamese U-Net with Healthy Template for Accurate Segmentation of Intracranial Hemorrhage,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_14,Generation of 3D Brain MRI Using Auto-Encoding Generative Adversarial Networks,False,False,False,False,False,True,False,False,False,False
10.1007/978-3-030-32254-0_12,INN: Inflated Neural Networks for IPMN Diagnosis,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32239-7_63,Perceptual Embedding Consistency for Seamless Reconstruction of Tilewise Style Transfer,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32239-7_31,Ki-GAN: Knowledge Infusion Generative Adversarial Network for Photoacoustic Image Reconstruction In Vivo,False,False,False,False,False,False,False,False,True,False
10.1007/978-3-030-32226-7_76,Adversarial Regression Training for Visualizing the Progression of Chronic Obstructive Pulmonary Disease with Chest X-Rays,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_65,Anatomical Priors for Image Segmentation via Post-processing with Denoising Autoencoders,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32245-8_85,Spectral CT Based Training Dataset Generation and Augmentation for Conventional CT Vascular Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32239-7_1,Enhancing OCT Signal by Fusion of GANs: Improving Statistical Power of Glaucoma Clinical Trials,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32239-7_60,Pancreatic Cancer Detection in Whole Slide Images Using Noisy Label Annotations,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32251-9_74,Coidentification of Group-Level Hole Structures in Brain Networks via Hodge Laplacian,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_78,Realistic Breast Mass Generation Through BIRADS Category,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32245-8_38,Image-and-Spatial Transformer Networks for Structure-Guided Image Registration,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32245-8_42,Multimodal Data Registration for Brain Structural Association Networks,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_41,Online Atlasing Using an Iterative Centroid,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32251-9_15,Predicting Early Stages of Neurodegenerative Diseases via Multi-task Low-Rank Feature Learning,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32254-0_40,A Two-Stage Framework for Real-Time Guidewire Endpoint Localization,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_54,Signed Laplacian Deep Learning with Adversarial Augmentation for Improved Mammography Diagnosis,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32254-0_54,Graph Neural Network for Interpreting Task-fMRI Biomarkers,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_45,Overfitting of Neural Nets Under Class Imbalance: Analysis and Improvements for Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_31,Encoding CT Anatomy Knowledge for Unpaired Chest X-ray Image Decomposition,False,False,False,False,False,False,False,True,False,False
10.1007/978-3-030-32248-9_2,A Two-Stage Multi-loss Super-Resolution Network for Arterial Spin Labeling Magnetic Resonance Imaging,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32251-9_58,Multi-Instance Multi-Scale CNN for Medical Image Classification,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_76,Identification of Abnormal Circuit Dynamics in Major Depressive Disorder via Multiscale Neural Modeling of Resting-State fMRI,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_72,A Hybrid Deep Learning Framework for Integrated Segmentation and Registration: Evaluation on Longitudinal White Matter Tract Changes,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32239-7_59,Patch Transformer for Multi-tagging Whole Slide Histopathology Images,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32251-9_87,DiamondGAN: Unified Multi-modal Generative Adversarial Networks for MRI Sequences Synthesis,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32239-7_57,Deep Instance-Level Hard Negative Mining Model for Histopathology Images,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32251-9_34,Novel Iterative Attention Focusing Strategy for Joint Pathology Localization and Prediction of MCI Progression,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32245-8_75,Recurrent Aggregation Learning for Multi-view Echocardiographic Sequences Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32254-0_11,Non-invasive Assessment of in Vivo Auricular Cartilage by Ultra-short Echo Time (UTE) $$T_{2}^{*}$$ Mapping,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_2,MVP-Net: Multi-view FPN with Position-Aware Attention for Deep Universal Lesion Detection,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32251-9_18,End-to-End Dementia Status Prediction from Brain MRI Using Multi-task Weakly-Supervised Attention Network,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_93,MeshSNet: Deep Multi-scale Mesh Feature Learning for End-to-End Tooth Labeling on 3D Dental Surfaces,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32254-0_13,Development of a Multi-objective Optimized Planning Method for Microwave Liver Tumor Ablation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_33,CompareNet: Anatomical Segmentation Network with Deep Non-local Label Fusion,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32245-8_76,Echocardiography View Classification Using Quality Transfer Star Generative Adversarial Networks,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_9,Generative Mask Pyramid Network for CT/CBCT Metal Artifact Reduction with Joint Projection-Sinogram Correction,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_23,Artifact Disentanglement Network for Unsupervised Metal Artifact Reduction,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32251-9_31,Automated Pulmonary Embolism Detection from CTPA Images Using an End-to-End Convolutional Neural Network,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32239-7_13,Unsupervised Ensemble Strategy for Retinal Vessel Segmentation,False,False,False,False,False,False,False,False,True,False
10.1007/978-3-030-32248-9_22,Refined Segmentation R-CNN: A Two-Stage Convolutional Neural Network for Punctate White Matter Lesion Segmentation in Preterm Infants,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_57,3DFPN-HS $$^2$$ 2 : 3D Feature Pyramid Network Based High Sensitivity and Specificity Pulmonary Nodule Detection,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_6,Deep Learning Based Framework for Direct Reconstruction of PET Images,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_42,ARS-Net: Adaptively Rectified Supervision Network for Automated 3D Ultrasound Image Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32245-8_39,Probabilistic Multilayer Regularization Network for Unsupervised 3D Brain Image Registration,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32254-0_53,Surgical Skill Assessment on In-Vivo Clinical Data via the Clearness of Operating Field,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_10,Deep Gated Convolutional Neural Network for QSM Background Field Removal,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32254-0_58,CFEA: Collaborative Feature Ensembling Adaptation for Domain Adaptation in Unsupervised Optic Disc and Cup Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32251-9_64,Adaptive Sparsity Regularization Based Collaborative Clustering for Cancer Prognosis,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_13,GANReDL: Medical Image Enhancement Using a Generative Adversarial Network with Real-Order Derivative Induced Loss Functions,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32239-7_27,Seeing Under the Cover: A Physics Guided Learning Approach for In-bed Pose Estimation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32239-7_23,Active Appearance Model Induced Generative Adversarial Network for Controlled Data Augmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_10,Multi-class Gradient Harmonized Dice Loss with Application to Knee MR Image Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_58,Multi-stage Image Quality Assessment of Diffusion MRI via Semi-supervised Nonlocal Residual Networks,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32239-7_16,Biological Age Estimated from Retinal Imaging: A Novel Biomarker of Aging,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_74,Extract Bone Parts Without Human Prior: End-to-end Convolutional Neural Network for Pediatric Bone Age Assessment,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_49,Misshapen Pelvis Landmark Detection by Spatial Local Correlation Mining for Diagnosing Developmental Dysplasia of the Hip,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_53,From Unilateral to Bilateral Learning: Detecting Mammogram Masses with Contrasted Bilateral Network,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32245-8_80,DeepAAA: Clinically Applicable and Generalizable Detection of Abdominal Aortic Aneurysm Using Deep Learning,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32251-9_16,Improved Prediction of Cognitive Outcomes via Globally Aligned Imaging Biomarker Enrichments over Progressions,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32239-7_58,Synthetic Patches Real Images: Screening for Centrosome Aberrations in EM Images of Human Cancer Cells,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32239-7_64,Precise Separation of Adjacent Nuclei Using a Siamese Neural Network,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32251-9_55,Deep Angular Embedding and Feature Correlation Attention for Breast MRI Cancer Analysis,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32239-7_2,A Deep Reinforcement Learning Framework for Frame-by-Frame Plaque Tracking on Intravascular Optical Coherence Tomography Image,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32254-0_76,An Integrated Multi-physics Finite Element Modeling Framework for Deep Brain Stimulation: Preliminary Study on Impact of Brain Shift on Neuronal Pathways,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32245-8_46,On the Applicability of Registration Uncertainty,False,False,False,False,False,True,False,False,False,False
10.1007/978-3-030-32254-0_6,A Novel Endoscopic Navigation System: Simultaneous Endoscope and Radial Ultrasound Probe Tracking Without External Trackers,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32254-0_45,Towards Multiple Instance Learning and Hermann Weyl’s Discrepancy for Robust Image-Guided Bronchoscopic Intervention,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32245-8_15,Neural Style Transfer Improves 3D Cardiovascular MR Image Segmentation on Inconsistent Data,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_81,Multi-label Thoracic Disease Image Classification with Cross-Attention Networks,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32254-0_64,Real-Time 3D Reconstruction of Colonoscopic Surfaces for Determining Missing Regions,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32239-7_85,Multi-task Neural Networks with Spatial Activation for Retinal Vessel Segmentation and Artery/Vein Classification,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_43,Automatically Localizing a Large Set of Spatially Correlated Key Points: A Case Study in Spine Imaging,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32239-7_48,CORAL8: Concurrent Object Regression for Area Localization in Medical Image Panels,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32245-8_95,Disease Knowledge Transfer Across Neurodegenerative Diseases,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32251-9_36,Image Data Validation for Medical Systems,False,False,False,False,False,True,False,False,False,False
10.1007/978-3-030-32239-7_26,Synapse-Aware Skeleton Generation for Neural Circuits,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32245-8_20,Segmentation of Vessels in Ultra High Frequency Ultrasound Sequences Using Contextual Memory,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32251-9_80,A Prior Learning Network for Joint Image and Sensitivity Estimation in Parallel MR Imaging,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32254-0_61,Generalized Non-rigid Point Set Registration with Hybrid Mixture Models Considering Anisotropic Positional Uncertainties,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_27,Unsupervised Segmentation of Micro-CT Images of Lung Cancer Specimen Using Deep Generative Models,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_15,Semi-supervised VAE-GAN for Out-of-Sample Detection Applied to MRI Quality Control,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32239-7_80,CS-Net: Channel and Spatial Attention Network for Curvilinear Structure Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32239-7_67,Unsupervised Subtyping of Cholangiocarcinoma Using a Deep Clustering Convolutional Autoencoder,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32254-0_71,Single Shot Needle Tip Localization in 2D Ultrasound,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_32,Targeting Precision with Data Augmented Samples in Deep Learning,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_40,Bronchial Cartilage Assessment with Model-Based GAN Regressor,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_64,Enabling Multi-shell b-Value Generalizability of Data-Driven Diffusion Models with Deep SHORE,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32239-7_84,Whole-Sample Mapping of Cancerous and Benign Tissue Properties,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32251-9_57,Overcoming Data Limitation in Medical Visual Question Answering,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_7,Generating Pareto Optimal Dose Distributions for Radiation Therapy Treatment Planning,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_63,Topographic Filtering of Tractograms as Vector Field Flows,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32245-8_41,TopAwaRe: Topology-Aware Registration,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32239-7_72,Weakly Supervised Cell Instance Segmentation by Propagating from Detection Response,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32239-7_86,Fine-Scale Vessel Extraction in Fundus Images by Registration with Fluorescein Angiography,False,False,False,False,False,False,False,False,True,False
10.1007/978-3-030-32251-9_22,Preprocessing Prediction and Significance: Framework and Application to Brain Imaging,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_83,Longitudinal Change Detection on Chest X-rays Using Geometric Correlation Maps,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32251-9_76,Detection and Correction of Cardiac MRI Motion Artefacts During Reconstruction from k-space,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32245-8_74,Data Efficient Unsupervised Domain Adaptation For Cross-modality Image Segmentation,False,False,False,False,False,False,False,False,False,False
